"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"	"gender"
"ZNF6082"	1.75103032776888e-28	0.209298392388677	0.162	0.056	5.88188597400843e-24	"Ast"	"ZNF608"	"brain region: Superior frontal gyrus"	"male"
"UBE2D36"	1.78411043278058e-28	0.152924348650217	0.157	0.053	5.99300535475323e-24	"Ast"	"UBE2D3"	"brain region: Superior frontal gyrus"	"male"
"SETD56"	1.9333594491401e-28	0.0294522778834385	0.271	0.126	6.4943477256065e-24	"Ast"	"SETD5"	"brain region: Superior frontal gyrus"	"male"
"TSC22D14"	2.02726411301246e-28	0.143357027890733	0.247	0.111	6.80978288202015e-24	"Ast"	"TSC22D1"	"brain region: Superior frontal gyrus"	"male"
"NSMCE26"	2.14047344306191e-28	0.118030686506572	0.217	0.091	7.19006434258927e-24	"Ast"	"NSMCE2"	"brain region: Superior frontal gyrus"	"male"
"INPP4B4"	2.24449211422355e-28	0.239358009266381	0.169	0.062	7.53947346088831e-24	"Ast"	"INPP4B"	"brain region: Superior frontal gyrus"	"male"
"NCOA26"	2.25692896911261e-28	0.0578324687087801	0.245	0.11	7.58125010014618e-24	"Ast"	"NCOA2"	"brain region: Superior frontal gyrus"	"male"
"MFHAS11"	2.50496696259898e-28	-0.029480873898128	0.235	0.103	8.41443452406625e-24	"Ast"	"MFHAS1"	"brain region: Superior frontal gyrus"	"male"
"LARGE6"	3.01045680742458e-28	0.121360224463794	0.213	0.089	1.01124254618199e-23	"Ast"	"LARGE"	"brain region: Superior frontal gyrus"	"male"
"ASAP15"	3.10015698701427e-28	0.0973179643250401	0.305	0.15	1.04137373350796e-23	"Ast"	"ASAP1"	"brain region: Superior frontal gyrus"	"male"
"TTTY145"	3.11181826493259e-28	0.149913229601727	0.236	0.105	1.04529087337351e-23	"Ast"	"TTTY14"	"brain region: Superior frontal gyrus"	"male"
"TAF156"	3.18738740598518e-28	0.0879025437360146	0.206	0.084	1.07067530354448e-23	"Ast"	"TAF15"	"brain region: Superior frontal gyrus"	"male"
"GBE15"	3.20083682396271e-28	0.270794403745796	0.104	0.022	1.07519309753731e-23	"Ast"	"GBE1"	"brain region: Superior frontal gyrus"	"male"
"PTPRO4"	3.33707036353629e-28	0.236276714452945	0.109	0.025	1.12095530581547e-23	"Ast"	"PTPRO"	"brain region: Superior frontal gyrus"	"male"
"UBR36"	3.57628606792902e-28	0.110180739901547	0.193	0.077	1.20131025307804e-23	"Ast"	"UBR3"	"brain region: Superior frontal gyrus"	"male"
"RP11-665G4.11"	3.63142492613308e-28	0.285370496233325	0.159	0.056	1.21983194693736e-23	"Ast"	"RP11-665G4.1"	"brain region: Superior frontal gyrus"	"male"
"C11orf583"	3.83960477085031e-28	0.202702663387322	0.126	0.035	1.28976163857633e-23	"Ast"	"C11orf58"	"brain region: Superior frontal gyrus"	"male"
"DMXL24"	4.11327316868754e-28	0.221027228201415	0.131	0.038	1.38168959009383e-23	"Ast"	"DMXL2"	"brain region: Superior frontal gyrus"	"male"
"ZEB14"	4.44413985529688e-28	0.12857835906513	0.217	0.092	1.49283101879278e-23	"Ast"	"ZEB1"	"brain region: Superior frontal gyrus"	"male"
"TRA2A6"	4.91259529105841e-28	-0.0290004663368468	0.223	0.095	1.65018988421943e-23	"Ast"	"TRA2A"	"brain region: Superior frontal gyrus"	"male"
"ACYP26"	5.84892437769058e-28	-0.0284596744822527	0.257	0.118	1.96471218771004e-23	"Ast"	"ACYP2"	"brain region: Superior frontal gyrus"	"male"
"PDZD26"	5.93625609841689e-28	0.123897158135054	0.187	0.073	1.99404778601922e-23	"Ast"	"PDZD2"	"brain region: Superior frontal gyrus"	"male"
"MGA4"	5.94114992544585e-28	0.213643341564539	0.143	0.045	1.99569167145652e-23	"Ast"	"MGA"	"brain region: Superior frontal gyrus"	"male"
"YAP12"	6.17318634976226e-28	0.178927745710192	0.194	0.078	2.07363502674864e-23	"Ast"	"YAP1"	"brain region: Superior frontal gyrus"	"male"
"MAOB1"	7.6500505897086e-28	0.203198644240288	0.151	0.051	2.56972849358902e-23	"Ast"	"MAOB"	"brain region: Superior frontal gyrus"	"male"
"NFE2L26"	7.71456898563827e-28	0.107187848844813	0.223	0.096	2.59140086796575e-23	"Ast"	"NFE2L2"	"brain region: Superior frontal gyrus"	"male"
"TMEM1354"	8.06908451118159e-28	0.151330923326702	0.164	0.059	2.71048617815101e-23	"Ast"	"TMEM135"	"brain region: Superior frontal gyrus"	"male"
"EIF3E2"	8.24218651730734e-28	0.329958456404417	0.128	0.037	2.76863287302871e-23	"Ast"	"EIF3E"	"brain region: Superior frontal gyrus"	"male"
"NT5C24"	8.91522411691794e-28	0.0450158511086012	0.258	0.119	2.9947129331139e-23	"Ast"	"NT5C2"	"brain region: Superior frontal gyrus"	"male"
"AP3B16"	9.33966895617055e-28	0.145326559025531	0.163	0.058	3.13728819906725e-23	"Ast"	"AP3B1"	"brain region: Superior frontal gyrus"	"male"
"ATP2C15"	9.47556464082228e-28	0.102825155261182	0.194	0.078	3.18293691849861e-23	"Ast"	"ATP2C1"	"brain region: Superior frontal gyrus"	"male"
"LYPLAL1"	9.69712595111858e-28	0.305792743727244	0.119	0.032	3.25736157824024e-23	"Ast"	"LYPLAL1"	"brain region: Superior frontal gyrus"	"male"
"C14orf22"	1.13315742438676e-27	0.274497816741399	0.123	0.034	3.80638910425755e-23	"Ast"	"C14orf2"	"brain region: Superior frontal gyrus"	"male"
"SLC39A121"	1.13497158050001e-27	0.148088052367977	0.202	0.084	3.81248303605757e-23	"Ast"	"SLC39A12"	"brain region: Superior frontal gyrus"	"male"
"DIAPH25"	1.17436996087372e-27	0.165425092366267	0.127	0.036	3.9448261355709e-23	"Ast"	"DIAPH2"	"brain region: Superior frontal gyrus"	"male"
"ZNF2076"	1.27824443575275e-27	0.192826521626941	0.143	0.046	4.29375088413708e-23	"Ast"	"ZNF207"	"brain region: Superior frontal gyrus"	"male"
"SCRG12"	1.28365513590547e-27	0.242282022330678	0.117	0.031	4.31192596702008e-23	"Ast"	"SCRG1"	"brain region: Superior frontal gyrus"	"male"
"WDPCP6"	1.2968605023379e-27	0.0974926513824399	0.213	0.09	4.35628411340325e-23	"Ast"	"WDPCP"	"brain region: Superior frontal gyrus"	"male"
"MAML26"	1.32260400695523e-27	0.141104200536251	0.517	0.304	4.44275911976332e-23	"Ast"	"MAML2"	"brain region: Superior frontal gyrus"	"male"
"BICD14"	1.44901860030625e-27	0.0361604867277177	0.305	0.15	4.86739838028872e-23	"Ast"	"BICD1"	"brain region: Superior frontal gyrus"	"male"
"ALCAM6"	1.45523685869934e-27	0.144217493083252	0.224	0.099	4.88828613205694e-23	"Ast"	"ALCAM"	"brain region: Superior frontal gyrus"	"male"
"EFNA52"	1.46759805634006e-27	0.14650233691751	0.243	0.111	4.92980863105191e-23	"Ast"	"EFNA5"	"brain region: Superior frontal gyrus"	"male"
"NAT8L2"	1.47077787261998e-27	-0.978578439836861	0.282	0.364	4.94048995191776e-23	"Ast"	"NAT8L"	"brain region: Superior frontal gyrus"	"male"
"ADK5"	1.85940738833194e-27	0.0830163436704603	0.197	0.081	6.24593535814582e-23	"Ast"	"ADK"	"brain region: Superior frontal gyrus"	"male"
"GRIA43"	1.93549491173483e-27	0.251620685258503	0.153	0.053	6.50152095800847e-23	"Ast"	"GRIA4"	"brain region: Superior frontal gyrus"	"male"
"BRWD16"	1.97438956616322e-27	0.201471386123676	0.178	0.069	6.63217199169888e-23	"Ast"	"BRWD1"	"brain region: Superior frontal gyrus"	"male"
"R3HDM25"	2.06657512033253e-27	0.0878124308412374	0.168	0.062	6.94183248670901e-23	"Ast"	"R3HDM2"	"brain region: Superior frontal gyrus"	"male"
"HECTD15"	2.22979172653287e-27	0.282941687059007	0.137	0.043	7.49009338859656e-23	"Ast"	"HECTD1"	"brain region: Superior frontal gyrus"	"male"
"CEP1123"	2.4641241973508e-27	0.15785347489469	0.168	0.062	8.27723959132108e-23	"Ast"	"CEP112"	"brain region: Superior frontal gyrus"	"male"
"FCHSD26"	2.60759845699795e-27	0.0431269421403031	0.215	0.092	8.75918397690182e-23	"Ast"	"FCHSD2"	"brain region: Superior frontal gyrus"	"male"
"WRN1"	3.22071879595478e-27	0.228002795148123	0.138	0.044	1.08187165074917e-22	"Ast"	"WRN"	"brain region: Superior frontal gyrus"	"male"
"ZRANB25"	3.59147746705139e-27	0.173541063646914	0.168	0.063	1.20641319595723e-22	"Ast"	"ZRANB2"	"brain region: Superior frontal gyrus"	"male"
"CTD-2537O9.12"	4.35408322888088e-27	0.346062948957772	0.105	0.024	1.46258009741338e-22	"Ast"	"CTD-2537O9.1"	"brain region: Superior frontal gyrus"	"male"
"IL1RAPL16"	4.43077746450703e-27	0.296644722335071	0.224	0.101	1.48834245810256e-22	"Ast"	"IL1RAPL1"	"brain region: Superior frontal gyrus"	"male"
"FTX6"	4.54718187917364e-27	0.0889045290651298	0.531	0.306	1.52744386503322e-22	"Ast"	"FTX"	"brain region: Superior frontal gyrus"	"male"
"CLDN114"	4.64743021644576e-27	0.368452816095037	0.112	0.029	1.5611182840063e-22	"Ast"	"CLDN11"	"brain region: Superior frontal gyrus"	"male"
"HES12"	5.13917916032622e-27	0.549564125449708	0.148	0.052	1.72630167174518e-22	"Ast"	"HES1"	"brain region: Superior frontal gyrus"	"male"
"JMJD1C6"	5.44208057954096e-27	-0.0150610250440315	0.308	0.153	1.82804928747361e-22	"Ast"	"JMJD1C"	"brain region: Superior frontal gyrus"	"male"
"CHD25"	5.74586017167437e-27	0.200347812849051	0.193	0.079	1.93009189026714e-22	"Ast"	"CHD2"	"brain region: Superior frontal gyrus"	"male"
"KIF13A5"	5.8539463985085e-27	0.135494276619591	0.217	0.095	1.96639913472299e-22	"Ast"	"KIF13A"	"brain region: Superior frontal gyrus"	"male"
"ARID4A3"	6.0081579778227e-27	0.306768165107574	0.141	0.046	2.01820034633042e-22	"Ast"	"ARID4A"	"brain region: Superior frontal gyrus"	"male"
"SMG15"	6.23520967177927e-27	0.248385246212503	0.142	0.047	2.09446928084738e-22	"Ast"	"SMG1"	"brain region: Superior frontal gyrus"	"male"
"IGF1R5"	6.29506210654816e-27	-0.0975393840708565	0.255	0.118	2.11457431221059e-22	"Ast"	"IGF1R"	"brain region: Superior frontal gyrus"	"male"
"PTPRK5"	6.37350613733078e-27	0.118108865855355	0.218	0.095	2.14092444659078e-22	"Ast"	"PTPRK"	"brain region: Superior frontal gyrus"	"male"
"RP11-83A24.24"	6.72453602905083e-27	0.179004324838328	0.128	0.038	2.25883889751846e-22	"Ast"	"RP11-83A24.2"	"brain region: Superior frontal gyrus"	"male"
"JPX6"	6.75180924203846e-27	0.0890315368237427	0.205	0.086	2.26800024249314e-22	"Ast"	"JPX"	"brain region: Superior frontal gyrus"	"male"
"MYBPC11"	7.39707110474504e-27	0.360893542074655	0.119	0.033	2.48475015479491e-22	"Ast"	"MYBPC1"	"brain region: Superior frontal gyrus"	"male"
"PAPD45"	7.54866794307816e-27	0.139130675772684	0.177	0.069	2.53567304875939e-22	"Ast"	"PAPD4"	"brain region: Superior frontal gyrus"	"male"
"IL17RB"	7.80111885922459e-27	0.419627108432525	0.107	0.026	2.62047383600213e-22	"Ast"	"IL17RB"	"brain region: Superior frontal gyrus"	"male"
"PTPRZ13"	8.02674208793757e-27	0.0464602484226977	0.481	0.271	2.69626293475911e-22	"Ast"	"PTPRZ1"	"brain region: Superior frontal gyrus"	"male"
"NTRK34"	8.54812612409553e-27	0.0287173449105613	0.415	0.227	2.87140104634493e-22	"Ast"	"NTRK3"	"brain region: Superior frontal gyrus"	"male"
"SOX22"	8.6629213585339e-27	0.157579369718524	0.232	0.106	2.90996191354512e-22	"Ast"	"SOX2"	"brain region: Superior frontal gyrus"	"male"
"B3GLCT1"	8.85400719392338e-27	0.310498794921204	0.113	0.03	2.9741495565108e-22	"Ast"	"B3GLCT"	"brain region: Superior frontal gyrus"	"male"
"AKAP124"	9.28107124351922e-27	0.230079478163691	0.142	0.047	3.11760464141054e-22	"Ast"	"AKAP12"	"brain region: Superior frontal gyrus"	"male"
"TYW11"	1.03600795220247e-26	0.268631561866769	0.121	0.034	3.48005431224332e-22	"Ast"	"TYW1"	"brain region: Superior frontal gyrus"	"male"
"MT-CO26"	1.09651928491863e-26	-0.627697695048346	0.548	0.586	3.68331792997015e-22	"Ast"	"MT-CO2"	"brain region: Superior frontal gyrus"	"male"
"FBXO116"	1.17166258525941e-26	0.107556474342367	0.21	0.09	3.93573179014488e-22	"Ast"	"FBXO11"	"brain region: Superior frontal gyrus"	"male"
"PDK42"	1.19075558287509e-26	0.461429150153364	0.153	0.055	3.9998670784357e-22	"Ast"	"PDK4"	"brain region: Superior frontal gyrus"	"male"
"LRRFIP25"	1.19584439592279e-26	0.126117515115493	0.164	0.061	4.01696091034426e-22	"Ast"	"LRRFIP2"	"brain region: Superior frontal gyrus"	"male"
"EHBP14"	1.21159647804462e-26	0.0754615281121629	0.271	0.131	4.06987372939968e-22	"Ast"	"EHBP1"	"brain region: Superior frontal gyrus"	"male"
"RANBP93"	1.34367349369983e-26	0.261741328676177	0.131	0.04	4.51353363268709e-22	"Ast"	"RANBP9"	"brain region: Superior frontal gyrus"	"male"
"ARID1B6"	1.34432294697518e-26	-0.0422585299901637	0.332	0.17	4.51571521118434e-22	"Ast"	"ARID1B"	"brain region: Superior frontal gyrus"	"male"
"PRCP"	1.35247208751488e-26	0.370765600816516	0.12	0.034	4.54308898917124e-22	"Ast"	"PRCP"	"brain region: Superior frontal gyrus"	"male"
"DPYSL26"	1.47584797125367e-26	0.0487271470486061	0.4	0.218	4.95752092023821e-22	"Ast"	"DPYSL2"	"brain region: Superior frontal gyrus"	"male"
"ACER36"	1.49547410084974e-26	0.186159167973865	0.133	0.042	5.02344705216436e-22	"Ast"	"ACER3"	"brain region: Superior frontal gyrus"	"male"
"HOOK23"	1.63272307374227e-26	0.274930185941553	0.124	0.036	5.48448007700767e-22	"Ast"	"HOOK2"	"brain region: Superior frontal gyrus"	"male"
"GPSM21"	1.76186002865335e-26	0.329225600935653	0.112	0.029	5.91826402224945e-22	"Ast"	"GPSM2"	"brain region: Superior frontal gyrus"	"male"
"FOCAD3"	1.78075765565212e-26	0.2879483031554	0.13	0.04	5.98174304110104e-22	"Ast"	"FOCAD"	"brain region: Superior frontal gyrus"	"male"
"PCDH73"	1.9522751770065e-26	0.144590038057759	0.285	0.141	6.55788754708254e-22	"Ast"	"PCDH7"	"brain region: Superior frontal gyrus"	"male"
"MLLT106"	2.06861128406273e-26	0.0469470403058023	0.239	0.109	6.9486721642951e-22	"Ast"	"MLLT10"	"brain region: Superior frontal gyrus"	"male"
"TPD52L11"	2.11846669689712e-26	0.0919962955966898	0.555	0.325	7.11614148154712e-22	"Ast"	"TPD52L1"	"brain region: Superior frontal gyrus"	"male"
"LRP14"	2.18544401373461e-26	0.0793367795539432	0.238	0.109	7.34112498653592e-22	"Ast"	"LRP1"	"brain region: Superior frontal gyrus"	"male"
"ZFR6"	2.22396713432525e-26	0.150238424520999	0.161	0.06	7.47052800091194e-22	"Ast"	"ZFR"	"brain region: Superior frontal gyrus"	"male"
"ELF26"	2.26696422668573e-26	-0.019074592005244	0.204	0.086	7.61495953386003e-22	"Ast"	"ELF2"	"brain region: Superior frontal gyrus"	"male"
"HERC31"	2.267616271393e-26	0.185285633106134	0.128	0.039	7.61714981723623e-22	"Ast"	"HERC3"	"brain region: Superior frontal gyrus"	"male"
"ARHGAP216"	2.29941214457907e-26	0.0687170436655844	0.283	0.139	7.72395533485555e-22	"Ast"	"ARHGAP21"	"brain region: Superior frontal gyrus"	"male"
"NKAIN26"	2.41026026354415e-26	0.199093027510611	0.241	0.114	8.09630525127117e-22	"Ast"	"NKAIN2"	"brain region: Superior frontal gyrus"	"male"
"RNPC33"	2.4522817827095e-26	0.0953013711416135	0.236	0.108	8.23745973629947e-22	"Ast"	"RNPC3"	"brain region: Superior frontal gyrus"	"male"
"CRB21"	2.62556717708225e-26	0.255833049259223	0.137	0.045	8.819542704537e-22	"Ast"	"CRB2"	"brain region: Superior frontal gyrus"	"male"
"FOXP16"	2.73089102696083e-26	0.166375628759602	0.252	0.12	9.17333604866414e-22	"Ast"	"FOXP1"	"brain region: Superior frontal gyrus"	"male"
"ARFGEF15"	2.96268103729537e-26	0.245609355864684	0.147	0.051	9.95194187237886e-22	"Ast"	"ARFGEF1"	"brain region: Superior frontal gyrus"	"male"
"LAMA11"	3.01144809118223e-26	0.281956049558633	0.129	0.04	1.01157552830902e-21	"Ast"	"LAMA1"	"brain region: Superior frontal gyrus"	"male"
"ADNP5"	3.03861477806108e-26	0.124931813818063	0.165	0.062	1.0207010900985e-21	"Ast"	"ADNP"	"brain region: Superior frontal gyrus"	"male"
"NCAM26"	3.0838309108149e-26	0.116813815260909	0.558	0.34	1.03588964125183e-21	"Ast"	"NCAM2"	"brain region: Superior frontal gyrus"	"male"
"FHIT6"	3.11223985325386e-26	0.08186854915769	0.468	0.268	1.0454324891065e-21	"Ast"	"FHIT"	"brain region: Superior frontal gyrus"	"male"
"CEBPD3"	3.20985642494343e-26	0.208551967219754	0.123	0.036	1.07822287170275e-21	"Ast"	"CEBPD"	"brain region: Superior frontal gyrus"	"male"
"TGFB21"	3.24053249751544e-26	0.17838331212925	0.23	0.105	1.08852727124041e-21	"Ast"	"TGFB2"	"brain region: Superior frontal gyrus"	"male"
"RIC1"	3.50273372054405e-26	0.238277583568111	0.106	0.026	1.17660328406795e-21	"Ast"	"RIC1"	"brain region: Superior frontal gyrus"	"male"
"ZFPM24"	3.80408899865375e-26	0.176660554923295	0.153	0.055	1.27783153553778e-21	"Ast"	"ZFPM2"	"brain region: Superior frontal gyrus"	"male"
"TAF1D6"	4.00448006357595e-26	0.0996576568430867	0.165	0.062	1.3451448981558e-21	"Ast"	"TAF1D"	"brain region: Superior frontal gyrus"	"male"
"AASDH1"	4.10290969911636e-26	0.201537709920198	0.13	0.041	1.37820839703018e-21	"Ast"	"AASDH"	"brain region: Superior frontal gyrus"	"male"
"C9orf36"	4.56829257130675e-26	0.0311624718408563	0.218	0.096	1.53453515762765e-21	"Ast"	"C9orf3"	"brain region: Superior frontal gyrus"	"male"
"ABHD184"	4.73707728273737e-26	0.125021742600572	0.15	0.053	1.59123163004431e-21	"Ast"	"ABHD18"	"brain region: Superior frontal gyrus"	"male"
"RTN46"	4.93371377203088e-26	0.0711865161741976	0.32	0.165	1.65728379316289e-21	"Ast"	"RTN4"	"brain region: Superior frontal gyrus"	"male"
"IFRD1"	5.21666195157223e-26	0.457490009925912	0.106	0.027	1.75232891615263e-21	"Ast"	"IFRD1"	"brain region: Superior frontal gyrus"	"male"
"RSRP16"	5.25110881869307e-26	0.0330516867970825	0.23	0.105	1.76389996328719e-21	"Ast"	"RSRP1"	"brain region: Superior frontal gyrus"	"male"
"STPG25"	5.25528190020988e-26	0.159590790372461	0.165	0.063	1.7653017430995e-21	"Ast"	"STPG2"	"brain region: Superior frontal gyrus"	"male"
"CPQ6"	5.3069006478285e-26	0.0513354263618231	0.223	0.1	1.78264099661207e-21	"Ast"	"CPQ"	"brain region: Superior frontal gyrus"	"male"
"UTY6"	5.31802066292696e-26	0.084187336698951	0.203	0.087	1.78637632088379e-21	"Ast"	"UTY"	"brain region: Superior frontal gyrus"	"male"
"TRPC13"	5.48223629728133e-26	0.206016506368458	0.139	0.046	1.84153799461977e-21	"Ast"	"TRPC1"	"brain region: Superior frontal gyrus"	"male"
"ARHGAP55"	5.49142651143e-26	0.0940561723060502	0.289	0.146	1.84462507945445e-21	"Ast"	"ARHGAP5"	"brain region: Superior frontal gyrus"	"male"
"ALK2"	5.77566544945235e-26	0.243765028072319	0.154	0.056	1.94010378112554e-21	"Ast"	"ALK"	"brain region: Superior frontal gyrus"	"male"
"SRPK26"	6.28271550452534e-26	-0.0496842558333561	0.244	0.114	2.11042696512511e-21	"Ast"	"SRPK2"	"brain region: Superior frontal gyrus"	"male"
"HELZ5"	6.36014411392251e-26	0.180837891589675	0.149	0.053	2.13643600930771e-21	"Ast"	"HELZ"	"brain region: Superior frontal gyrus"	"male"
"PARK26"	6.45774966968873e-26	0.0527170590773567	0.418	0.229	2.16922269154514e-21	"Ast"	"PARK2"	"brain region: Superior frontal gyrus"	"male"
"PTBP26"	6.79636628766292e-26	0.151036978861994	0.18	0.072	2.28296739968885e-21	"Ast"	"PTBP2"	"brain region: Superior frontal gyrus"	"male"
"SIL15"	6.83969906400448e-26	0.0572483492832114	0.192	0.08	2.29752331258975e-21	"Ast"	"SIL1"	"brain region: Superior frontal gyrus"	"male"
"PTEN5"	7.44322689361676e-26	0.224503511454739	0.135	0.044	2.50025434583481e-21	"Ast"	"PTEN"	"brain region: Superior frontal gyrus"	"male"
"FOXO12"	7.4487728507561e-26	-0.0121958295416167	0.289	0.143	2.50211728829748e-21	"Ast"	"FOXO1"	"brain region: Superior frontal gyrus"	"male"
"JARID23"	7.7656097475554e-26	0.044873569337325	0.298	0.151	2.60854597030133e-21	"Ast"	"JARID2"	"brain region: Superior frontal gyrus"	"male"
"CTNNB14"	8.20975833599869e-26	0.178497425195437	0.13	0.041	2.75773992264532e-21	"Ast"	"CTNNB1"	"brain region: Superior frontal gyrus"	"male"
"PIP4K2A6"	8.60828900701613e-26	0.158741552656424	0.201	0.087	2.89161036034679e-21	"Ast"	"PIP4K2A"	"brain region: Superior frontal gyrus"	"male"
"ETV65"	8.78530596946228e-26	0.0399921849476299	0.179	0.072	2.95107212820207e-21	"Ast"	"ETV6"	"brain region: Superior frontal gyrus"	"male"
"DPH6-AS12"	9.04784698417902e-26	0.242004071474178	0.127	0.04	3.03926228045557e-21	"Ast"	"DPH6-AS1"	"brain region: Superior frontal gyrus"	"male"
"AUTS26"	9.47900165910796e-26	0.0558062373274328	0.473	0.269	3.18409144731095e-21	"Ast"	"AUTS2"	"brain region: Superior frontal gyrus"	"male"
"NFIA6"	9.53332541846608e-26	0.14588867738167	0.655	0.416	3.20233934131694e-21	"Ast"	"NFIA"	"brain region: Superior frontal gyrus"	"male"
"DECR11"	9.85202403575128e-26	0.12687568846626	0.138	0.046	3.30939339384921e-21	"Ast"	"DECR1"	"brain region: Superior frontal gyrus"	"male"
"WDR706"	1.01764197362942e-25	0.072251091667082	0.187	0.077	3.41836115361857e-21	"Ast"	"WDR70"	"brain region: Superior frontal gyrus"	"male"
"PPP1R12B6"	1.02429499625885e-25	0.131718467694638	0.194	0.082	3.44070932193309e-21	"Ast"	"PPP1R12B"	"brain region: Superior frontal gyrus"	"male"
"BAALC2"	1.08845695673012e-25	0.00613382623719194	0.259	0.124	3.65623576335214e-21	"Ast"	"BAALC"	"brain region: Superior frontal gyrus"	"male"
"RP11-159G9.53"	1.0923909891629e-25	0.329327078093168	0.101	0.024	3.66945057169711e-21	"Ast"	"RP11-159G9.5"	"brain region: Superior frontal gyrus"	"male"
"ZNF280D6"	1.1197008155961e-25	0.00721907829303259	0.221	0.099	3.76118700966885e-21	"Ast"	"ZNF280D"	"brain region: Superior frontal gyrus"	"male"
"CTNNA16"	1.12469155300457e-25	0.24766792448137	0.153	0.055	3.77795139569764e-21	"Ast"	"CTNNA1"	"brain region: Superior frontal gyrus"	"male"
"RP5-864K19.42"	1.13609070686343e-25	0.231986319844218	0.159	0.06	3.81624229342495e-21	"Ast"	"RP5-864K19.4"	"brain region: Superior frontal gyrus"	"male"
"XPO56"	1.16125058848865e-25	0.298736425994318	0.115	0.032	3.90075685179222e-21	"Ast"	"XPO5"	"brain region: Superior frontal gyrus"	"male"
"OSMR1"	1.21867601826635e-25	0.240762566914565	0.103	0.025	4.0936546129585e-21	"Ast"	"OSMR"	"brain region: Superior frontal gyrus"	"male"
