"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"	"region"
"EIF4G21"	0.00854546481052561	-1.16332324143409	0.043	0.124	1	"Neur"	"EIF4G2"	"AD"	"Entorhinal Cortex"
"AATK2"	0.00855695716521453	-1.11855753016548	0.214	0.298	1	"Neur"	"AATK"	"AD"	"Entorhinal Cortex"
"DLC11"	0.00861223281555336	0.358408881249148	0.188	0.094	1	"Neur"	"DLC1"	"AD"	"Entorhinal Cortex"
"PNPLA81"	0.0087126681608327	0.0337952680232382	0.103	0.039	1	"Neur"	"PNPLA8"	"AD"	"Entorhinal Cortex"
"CALD11"	0.0087161985139786	0.0863894706926709	0.145	0.064	1	"Neur"	"CALD1"	"AD"	"Entorhinal Cortex"
"CSNK1A12"	0.00873509295654993	0.00847661603964989	0.274	0.147	1	"Neur"	"CSNK1A1"	"AD"	"Entorhinal Cortex"
"TUG12"	0.00875479716330299	0.448428904502409	0.137	0.062	1	"Neur"	"TUG1"	"AD"	"Entorhinal Cortex"
"IKBKAP"	0.0087559039994216	-0.0258774199861743	0.103	0.039	1	"Neur"	"IKBKAP"	"AD"	"Entorhinal Cortex"
"FARS22"	0.00876806836275683	0.0769798820185811	0.137	0.06	1	"Neur"	"FARS2"	"AD"	"Entorhinal Cortex"
"VWA11"	0.00882452907524421	-1.05060364636088	0.043	0.124	1	"Neur"	"VWA1"	"AD"	"Entorhinal Cortex"
"HERPUD11"	0.00884295125183884	0.138634966030957	0.103	0.039	1	"Neur"	"HERPUD1"	"AD"	"Entorhinal Cortex"
"PDE3A1"	0.00885562549803569	0.086219347807601	0.111	0.044	1	"Neur"	"PDE3A"	"AD"	"Entorhinal Cortex"
"DNAJA12"	0.00890522952442298	-1.04275619065116	0.051	0.135	1	"Neur"	"DNAJA1"	"AD"	"Entorhinal Cortex"
"AKAP102"	0.00893077078247984	0.0868899278795741	0.103	0.039	1	"Neur"	"AKAP10"	"AD"	"Entorhinal Cortex"
"CRMP1"	0.00894115732710331	0.301643208019783	0.162	0.076	1	"Neur"	"CRMP1"	"AD"	"Entorhinal Cortex"
"MPP2"	0.00897497197678921	0.0701644982241207	0.103	0.039	1	"Neur"	"MPP2"	"AD"	"Entorhinal Cortex"
"TPP21"	0.00905034221889916	0.352614196821088	0.111	0.046	1	"Neur"	"TPP2"	"AD"	"Entorhinal Cortex"
"CCDC301"	0.0090667660686483	-0.103211941257997	0.111	0.044	1	"Neur"	"CCDC30"	"AD"	"Entorhinal Cortex"
"ZNF832"	0.00906988610178784	0.0162203661531581	0.12	0.048	1	"Neur"	"ZNF83"	"AD"	"Entorhinal Cortex"
"SEC31A2"	0.00910875008497271	0.17278404417534	0.103	0.039	1	"Neur"	"SEC31A"	"AD"	"Entorhinal Cortex"
"DGCR5"	0.00911879065317409	0.0955334903586198	0.231	0.122	1	"Neur"	"DGCR5"	"AD"	"Entorhinal Cortex"
"MTMR32"	0.00913820024509662	0.0168045189135306	0.154	0.069	1	"Neur"	"MTMR3"	"AD"	"Entorhinal Cortex"
"DNAJC11"	0.00915373675556447	0.167201840605026	0.103	0.039	1	"Neur"	"DNAJC11"	"AD"	"Entorhinal Cortex"
"ZNF331"	0.00919559717341781	0.0183830279178913	0.111	0.044	1	"Neur"	"ZNF331"	"AD"	"Entorhinal Cortex"
"SYN1"	0.00922015364589975	-1.0968055094499	0.111	0.206	1	"Neur"	"SYN1"	"AD"	"Entorhinal Cortex"
"KPNB12"	0.00923954573859211	0.0582509324513536	0.145	0.064	1	"Neur"	"KPNB1"	"AD"	"Entorhinal Cortex"
"MAP3K112"	0.00927601936239666	-0.894262597365691	0.043	0.126	1	"Neur"	"MAP3K11"	"AD"	"Entorhinal Cortex"
"HELZ2"	0.00934401668799648	0.0431589483327355	0.214	0.108	1	"Neur"	"HELZ"	"AD"	"Entorhinal Cortex"
"PCDH15"	0.00944619693123193	0.166957269213814	0.231	0.124	1	"Neur"	"PCDH15"	"AD"	"Entorhinal Cortex"
"SFI11"	0.00945409838958089	0.177003016193191	0.188	0.094	1	"Neur"	"SFI1"	"AD"	"Entorhinal Cortex"
"ZMYM42"	0.00960124659507797	0.119339688755579	0.214	0.11	1	"Neur"	"ZMYM4"	"AD"	"Entorhinal Cortex"
"ATP5L"	0.00971676304655451	0.0799467414060391	0.205	0.103	1	"Neur"	"ATP5L"	"AD"	"Entorhinal Cortex"
"ZC3H11A1"	0.0097288738655318	-1.10853748990812	0.094	0.181	1	"Neur"	"ZC3H11A"	"AD"	"Entorhinal Cortex"
"TBC1D8"	0.00976385226988914	-0.0451397467385527	0.137	0.06	1	"Neur"	"TBC1D8"	"AD"	"Entorhinal Cortex"
"SOGA1"	0.00977665855737861	-0.00486372799854973	0.171	0.08	1	"Neur"	"SOGA1"	"AD"	"Entorhinal Cortex"
"DUS1L"	0.00982741631493604	0.165479735290465	0.154	0.071	1	"Neur"	"DUS1L"	"AD"	"Entorhinal Cortex"
"RPTOR1"	0.00986224497911491	0.230605079296486	0.12	0.05	1	"Neur"	"RPTOR"	"AD"	"Entorhinal Cortex"
"SUB1"	0.00988990791075132	-0.0449240004418985	0.171	0.083	1	"Neur"	"SUB1"	"AD"	"Entorhinal Cortex"
"PCDH10"	0.0100001604534602	0.115834332862168	0.128	0.055	1	"Neur"	"PCDH10"	"AD"	"Entorhinal Cortex"
"ETV1"	0.0101649598535508	-1.25067607549984	0.043	0.122	1	"Neur"	"ETV1"	"AD"	"Entorhinal Cortex"
"CTNNA22"	0.0102116828781263	-0.0168904967064258	0.598	0.356	1	"Neur"	"CTNNA2"	"AD"	"Entorhinal Cortex"
"MARCKSL11"	0.0102713220766332	-1.12140396839529	0.077	0.163	1	"Neur"	"MARCKSL1"	"AD"	"Entorhinal Cortex"
"KIF13A1"	0.0103699949827195	-0.101055487368158	0.197	0.096	1	"Neur"	"KIF13A"	"AD"	"Entorhinal Cortex"
"ASXL12"	0.0103856485311915	0.230332616044961	0.145	0.067	1	"Neur"	"ASXL1"	"AD"	"Entorhinal Cortex"
"XRN12"	0.010394230666552	-0.0545184061550699	0.214	0.108	1	"Neur"	"XRN1"	"AD"	"Entorhinal Cortex"
"NKAIN22"	0.0105302463808599	-0.715317655197809	0.333	0.415	1	"Neur"	"NKAIN2"	"AD"	"Entorhinal Cortex"
"ATP6V1B21"	0.0105903032127371	0.438536773305177	0.128	0.057	1	"Neur"	"ATP6V1B2"	"AD"	"Entorhinal Cortex"
"ZEB22"	0.0105975352596834	-0.0711364777415588	0.453	0.268	1	"Neur"	"ZEB2"	"AD"	"Entorhinal Cortex"
"VPS35"	0.0106995526895273	0.325544568638965	0.103	0.041	1	"Neur"	"VPS35"	"AD"	"Entorhinal Cortex"
"TECPR21"	0.0108208584537684	0.122992022518024	0.145	0.067	1	"Neur"	"TECPR2"	"AD"	"Entorhinal Cortex"
"CEP1641"	0.0108266122182991	0.24164983591165	0.111	0.046	1	"Neur"	"CEP164"	"AD"	"Entorhinal Cortex"
"NUTM2B-AS12"	0.01083012056754	0.0666430697304804	0.154	0.071	1	"Neur"	"NUTM2B-AS1"	"AD"	"Entorhinal Cortex"
"FRA10AC1"	0.0108821285453735	0.0299533671549024	0.128	0.055	1	"Neur"	"FRA10AC1"	"AD"	"Entorhinal Cortex"
"STT3B1"	0.0109034356683389	-0.0195371111198589	0.137	0.06	1	"Neur"	"STT3B"	"AD"	"Entorhinal Cortex"
"CDKN1B"	0.0109428443469563	-1.02768317723776	0.034	0.108	1	"Neur"	"CDKN1B"	"AD"	"Entorhinal Cortex"
"RAB3GAP12"	0.0109917050094306	-0.120507927528066	0.222	0.112	1	"Neur"	"RAB3GAP1"	"AD"	"Entorhinal Cortex"
"ZFC3H11"	0.0110535096416548	0.177320121901002	0.12	0.05	1	"Neur"	"ZFC3H1"	"AD"	"Entorhinal Cortex"
"PELI21"	0.0111144202771341	0.578264744605415	0.103	0.041	1	"Neur"	"PELI2"	"AD"	"Entorhinal Cortex"
"TBCB1"	0.0111504881503876	-1.11550484868579	0.051	0.133	1	"Neur"	"TBCB"	"AD"	"Entorhinal Cortex"
"EVL2"	0.011166550573375	-0.10890320753818	0.342	0.19	1	"Neur"	"EVL"	"AD"	"Entorhinal Cortex"
"EIF3A"	0.011329309924963	0.208905906230865	0.111	0.046	1	"Neur"	"EIF3A"	"AD"	"Entorhinal Cortex"
"INTS1"	0.0113564058211346	-1.11339043100487	0.034	0.108	1	"Neur"	"INTS1"	"AD"	"Entorhinal Cortex"
"BCAR11"	0.0113985150226763	-1.05801278660143	0.034	0.108	1	"Neur"	"BCAR1"	"AD"	"Entorhinal Cortex"
"ADD2"	0.0114722250088966	0.235046264624378	0.188	0.096	1	"Neur"	"ADD2"	"AD"	"Entorhinal Cortex"
"SLC35F4"	0.0114880363790601	0.22095018357175	0.154	0.073	1	"Neur"	"SLC35F4"	"AD"	"Entorhinal Cortex"
"AFTPH2"	0.011526447117681	0.0335638669577776	0.154	0.071	1	"Neur"	"AFTPH"	"AD"	"Entorhinal Cortex"
"MAST1"	0.0115372654846485	-0.129130893168657	0.274	0.147	1	"Neur"	"MAST1"	"AD"	"Entorhinal Cortex"
"DENND1A2"	0.0116744161009103	0.0214431574448619	0.197	0.099	1	"Neur"	"DENND1A"	"AD"	"Entorhinal Cortex"
"NT5C22"	0.0116769964600844	0.142822244155721	0.162	0.078	1	"Neur"	"NT5C2"	"AD"	"Entorhinal Cortex"
"MON22"	0.0116937487510629	-0.165720118407139	0.265	0.14	1	"Neur"	"MON2"	"AD"	"Entorhinal Cortex"
"RAB8B1"	0.0117465368505288	0.0193873425164987	0.12	0.05	1	"Neur"	"RAB8B"	"AD"	"Entorhinal Cortex"
"ROCK12"	0.0117629197946156	0.0840359274013709	0.145	0.067	1	"Neur"	"ROCK1"	"AD"	"Entorhinal Cortex"
"CYB5R3"	0.0117635265674554	0.197170634835107	0.103	0.041	1	"Neur"	"CYB5R3"	"AD"	"Entorhinal Cortex"
"KIAA11092"	0.0117698896784168	0.0391818831431618	0.265	0.144	1	"Neur"	"KIAA1109"	"AD"	"Entorhinal Cortex"
"APPBP21"	0.0119335604472159	0.169395345657688	0.162	0.078	1	"Neur"	"APPBP2"	"AD"	"Entorhinal Cortex"
"ZFAND51"	0.0119647516709383	-1.18440704535749	0.085	0.17	1	"Neur"	"ZFAND5"	"AD"	"Entorhinal Cortex"
"ARHGAP122"	0.0121027546453859	-0.00231032056352731	0.154	0.071	1	"Neur"	"ARHGAP12"	"AD"	"Entorhinal Cortex"
"CHFR2"	0.0121768023575515	0.178378632967359	0.111	0.046	1	"Neur"	"CHFR"	"AD"	"Entorhinal Cortex"
"RSF12"	0.0122214615773751	0.00842257382901246	0.179	0.087	1	"Neur"	"RSF1"	"AD"	"Entorhinal Cortex"
"CKB2"	0.0122512491917637	-1.0166054894375	0.359	0.401	1	"Neur"	"CKB"	"AD"	"Entorhinal Cortex"
"G2E3"	0.0122865854475474	0.0394028329361931	0.111	0.046	1	"Neur"	"G2E3"	"AD"	"Entorhinal Cortex"
"GPALPP1"	0.0122936568875297	0.147586378931138	0.137	0.062	1	"Neur"	"GPALPP1"	"AD"	"Entorhinal Cortex"
"PEBP12"	0.0123046115185063	0.0907383903853889	0.35	0.206	1	"Neur"	"PEBP1"	"AD"	"Entorhinal Cortex"
"MAST2"	0.0123283488837602	0.241023186540221	0.154	0.073	1	"Neur"	"MAST2"	"AD"	"Entorhinal Cortex"
"TARSL21"	0.0123500153472012	0.089202555728682	0.162	0.078	1	"Neur"	"TARSL2"	"AD"	"Entorhinal Cortex"
"WASF1"	0.0123669765987416	0.0768883592538347	0.137	0.062	1	"Neur"	"WASF1"	"AD"	"Entorhinal Cortex"
"CPSF3L1"	0.0123813581901766	-1.37552653064547	0.111	0.193	1	"Neur"	"CPSF3L"	"AD"	"Entorhinal Cortex"
"AMN1"	0.0123878510846788	0.131484171035267	0.103	0.041	1	"Neur"	"AMN1"	"AD"	"Entorhinal Cortex"
"MAN1C11"	0.0124529275016442	0.0662492173110782	0.111	0.046	1	"Neur"	"MAN1C1"	"AD"	"Entorhinal Cortex"
"CHD3"	0.0125445612613181	0.193535971240199	0.128	0.057	1	"Neur"	"CHD3"	"AD"	"Entorhinal Cortex"
"LARP4B2"	0.0125892941962543	0.0782841533328165	0.137	0.062	1	"Neur"	"LARP4B"	"AD"	"Entorhinal Cortex"
"ABL12"	0.012664172656869	-0.0147228346659265	0.137	0.062	1	"Neur"	"ABL1"	"AD"	"Entorhinal Cortex"
"IVNS1ABP2"	0.012792122314152	-1.08629852403122	0.034	0.106	1	"Neur"	"IVNS1ABP"	"AD"	"Entorhinal Cortex"
"ABCA31"	0.0128755226974632	-0.106738719164251	0.222	0.115	1	"Neur"	"ABCA3"	"AD"	"Entorhinal Cortex"
"TCAIM"	0.0130413477492222	0.146771302906442	0.103	0.041	1	"Neur"	"TCAIM"	"AD"	"Entorhinal Cortex"
"NFIC2"	0.0130445467699371	0.0824648381496943	0.137	0.062	1	"Neur"	"NFIC"	"AD"	"Entorhinal Cortex"
"JAK12"	0.0131046199983234	0.377501724668568	0.12	0.053	1	"Neur"	"JAK1"	"AD"	"Entorhinal Cortex"
"ARHGAP1"	0.0131742010560072	-1.03152081971821	0.034	0.106	1	"Neur"	"ARHGAP1"	"AD"	"Entorhinal Cortex"
"ZNF518A2"	0.0132735513669742	-0.0341995951874785	0.171	0.083	1	"Neur"	"ZNF518A"	"AD"	"Entorhinal Cortex"
"FBXW71"	0.01329094833969	0.0585456298713185	0.188	0.094	1	"Neur"	"FBXW7"	"AD"	"Entorhinal Cortex"
"GPR162"	0.0133284070023328	-1.11593312147831	0.06	0.14	1	"Neur"	"GPR162"	"AD"	"Entorhinal Cortex"
"PHIP2"	0.0133407688529845	0.00807593142089957	0.274	0.149	1	"Neur"	"PHIP"	"AD"	"Entorhinal Cortex"
"MAP2K42"	0.0133551064644123	-0.060437628755392	0.265	0.144	1	"Neur"	"MAP2K4"	"AD"	"Entorhinal Cortex"
"ZNF280D2"	0.0133619206398339	-0.111482047081693	0.214	0.112	1	"Neur"	"ZNF280D"	"AD"	"Entorhinal Cortex"
"CLU2"	0.0134030169605265	-1.00806870335742	0.316	0.365	1	"Neur"	"CLU"	"AD"	"Entorhinal Cortex"
"STIM12"	0.013452617805993	0.00251837362916196	0.145	0.067	1	"Neur"	"STIM1"	"AD"	"Entorhinal Cortex"
"TMEM57"	0.0134602883262353	0.120757049305306	0.179	0.089	1	"Neur"	"TMEM57"	"AD"	"Entorhinal Cortex"
"TMEM50B"	0.0134990111819561	0.179649927359055	0.128	0.057	1	"Neur"	"TMEM50B"	"AD"	"Entorhinal Cortex"
"SCAF112"	0.0135988678081315	0.0902419494643956	0.179	0.092	1	"Neur"	"SCAF11"	"AD"	"Entorhinal Cortex"
"EPHA5"	0.0136160630228033	0.157337963911363	0.154	0.073	1	"Neur"	"EPHA5"	"AD"	"Entorhinal Cortex"
"JPH3"	0.0136300678425708	0.0823886474637945	0.103	0.041	1	"Neur"	"JPH3"	"AD"	"Entorhinal Cortex"
"SSBP22"	0.0136633758623739	-0.126524306504671	0.333	0.188	1	"Neur"	"SSBP2"	"AD"	"Entorhinal Cortex"
"PSPC11"	0.0136776415497162	0.00940503097912804	0.162	0.078	1	"Neur"	"PSPC1"	"AD"	"Entorhinal Cortex"
"SPSB31"	0.0137913446365977	-0.0970866727598334	0.171	0.083	1	"Neur"	"SPSB3"	"AD"	"Entorhinal Cortex"
"PAN32"	0.0138155464562624	-0.162977982920682	0.205	0.103	1	"Neur"	"PAN3"	"AD"	"Entorhinal Cortex"
"GSTP12"	0.0140654859849191	-0.848968979590856	0.043	0.119	1	"Neur"	"GSTP1"	"AD"	"Entorhinal Cortex"
"LONP1"	0.0140849096080032	0.154514896318182	0.128	0.057	1	"Neur"	"LONP1"	"AD"	"Entorhinal Cortex"
"TM2D1"	0.0141113256793596	0.0455332976561669	0.103	0.041	1	"Neur"	"TM2D1"	"AD"	"Entorhinal Cortex"
"WDR27"	0.0143079844224453	0.0958077390246718	0.103	0.041	1	"Neur"	"WDR27"	"AD"	"Entorhinal Cortex"
"OPALIN"	0.014329428395612	-1.03169531753501	0.034	0.106	1	"Neur"	"OPALIN"	"AD"	"Entorhinal Cortex"
"TRA2B2"	0.0144320821519929	0.0315540360583411	0.171	0.085	1	"Neur"	"TRA2B"	"AD"	"Entorhinal Cortex"
"UNK"	0.01443269316086	0.148482966379745	0.12	0.053	1	"Neur"	"UNK"	"AD"	"Entorhinal Cortex"
"TOX1"	0.014462827671022	0.0641148980078284	0.12	0.053	1	"Neur"	"TOX"	"AD"	"Entorhinal Cortex"
"PPFIA12"	0.014565635637418	0.0843535306560262	0.154	0.073	1	"Neur"	"PPFIA1"	"AD"	"Entorhinal Cortex"
"CELF12"	0.0146337968212784	0.0194607055990788	0.325	0.188	1	"Neur"	"CELF1"	"AD"	"Entorhinal Cortex"
"UBE3C2"	0.0146604840804888	0.122175159494249	0.145	0.069	1	"Neur"	"UBE3C"	"AD"	"Entorhinal Cortex"
"TRAK12"	0.0146689894896129	-0.143367037211882	0.137	0.062	1	"Neur"	"TRAK1"	"AD"	"Entorhinal Cortex"
"ANKZF11"	0.0146819935569935	0.111298555116187	0.179	0.092	1	"Neur"	"ANKZF1"	"AD"	"Entorhinal Cortex"
"FLYWCH1"	0.0147226966144741	0.125750511703021	0.128	0.057	1	"Neur"	"FLYWCH1"	"AD"	"Entorhinal Cortex"
"HTT2"	0.0147307641822519	0.17416106908343	0.179	0.092	1	"Neur"	"HTT"	"AD"	"Entorhinal Cortex"
"TOMM71"	0.014756587481467	0.124267842039933	0.171	0.085	1	"Neur"	"TOMM7"	"AD"	"Entorhinal Cortex"
"MAP1B1"	0.0147619469165465	-0.0144851708257332	0.385	0.232	1	"Neur"	"MAP1B"	"AD"	"Entorhinal Cortex"
"BAZ2B2"	0.0149109491155599	-0.114879059691227	0.299	0.165	1	"Neur"	"BAZ2B"	"AD"	"Entorhinal Cortex"
"STK32"	0.0151088099386226	0.142159001723715	0.12	0.053	1	"Neur"	"STK3"	"AD"	"Entorhinal Cortex"
"SEC61A11"	0.0151231418873454	-1.02042518161833	0.06	0.138	1	"Neur"	"SEC61A1"	"AD"	"Entorhinal Cortex"
"AHCTF11"	0.0152938592397931	0.104716317810177	0.128	0.057	1	"Neur"	"AHCTF1"	"AD"	"Entorhinal Cortex"
"P4HB2"	0.0153126844704979	-1.09248622516397	0.043	0.115	1	"Neur"	"P4HB"	"AD"	"Entorhinal Cortex"
"PCNT"	0.0154252504354776	0.13677563994318	0.12	0.053	1	"Neur"	"PCNT"	"AD"	"Entorhinal Cortex"
"CBLB1"	0.0154439772192698	0.13077741875129	0.145	0.069	1	"Neur"	"CBLB"	"AD"	"Entorhinal Cortex"
"SNPH1"	0.0156448439162784	-1.23778845812626	0.06	0.135	1	"Neur"	"SNPH"	"AD"	"Entorhinal Cortex"
"PHC32"	0.0156978971835927	0.0438496698418436	0.162	0.08	1	"Neur"	"PHC3"	"AD"	"Entorhinal Cortex"
"RP11-553L6.51"	0.0157234254487699	-1.12538548194824	0.034	0.103	1	"Neur"	"RP11-553L6.5"	"AD"	"Entorhinal Cortex"
"MIR219A21"	0.0157893431174562	-1.29455693313413	0.085	0.163	1	"Neur"	"MIR219A2"	"AD"	"Entorhinal Cortex"
"SPOCK32"	0.0158735778748202	0.286263593324281	0.427	0.287	1	"Neur"	"SPOCK3"	"AD"	"Entorhinal Cortex"
"LINC01122"	0.0159174866270556	0.370406074726291	0.154	0.076	1	"Neur"	"LINC01122"	"AD"	"Entorhinal Cortex"
"GAP43"	0.0159397004572752	0.158354354405958	0.111	0.048	1	"Neur"	"GAP43"	"AD"	"Entorhinal Cortex"
"MAG1"	0.0159710885102835	-0.966729896691278	0.051	0.126	1	"Neur"	"MAG"	"AD"	"Entorhinal Cortex"
"CTNNB11"	0.0159727019908165	0.0928290032072083	0.162	0.08	1	"Neur"	"CTNNB1"	"AD"	"Entorhinal Cortex"
"CDKL1"	0.0159739366849058	0.201958719721789	0.111	0.048	1	"Neur"	"CDKL1"	"AD"	"Entorhinal Cortex"
"FAM65A"	0.0159739366849058	0.244764513128096	0.111	0.048	1	"Neur"	"FAM65A"	"AD"	"Entorhinal Cortex"
"REV1"	0.0159839998173685	0.258461250882789	0.128	0.06	1	"Neur"	"REV1"	"AD"	"Entorhinal Cortex"
"NSMAF2"	0.0160095659935135	0.069573138941464	0.12	0.053	1	"Neur"	"NSMAF"	"AD"	"Entorhinal Cortex"
"ATM2"	0.0160583779673932	0.103465755575195	0.231	0.126	1	"Neur"	"ATM"	"AD"	"Entorhinal Cortex"
"CRLF32"	0.01608380275013	-0.0307788899240264	0.162	0.08	1	"Neur"	"CRLF3"	"AD"	"Entorhinal Cortex"
"NDUFV2"	0.0160876026913744	0.291163714384073	0.103	0.044	1	"Neur"	"NDUFV2"	"AD"	"Entorhinal Cortex"
"FAM193B1"	0.016303403759271	-1.19814558983125	0.06	0.135	1	"Neur"	"FAM193B"	"AD"	"Entorhinal Cortex"
"KIAA1324"	0.016459921626738	0.240291160628542	0.111	0.048	1	"Neur"	"KIAA1324"	"AD"	"Entorhinal Cortex"
"GOLM1"	0.016459921626738	0.0639111023949935	0.111	0.048	1	"Neur"	"GOLM1"	"AD"	"Entorhinal Cortex"
"CRBN"	0.0165303978169131	0.152681646451873	0.111	0.048	1	"Neur"	"CRBN"	"AD"	"Entorhinal Cortex"
"HTR1E"	0.0165515431305946	0.186006160570009	0.154	0.076	1	"Neur"	"HTR1E"	"AD"	"Entorhinal Cortex"
"MKL12"	0.0165733911212108	0.0689013400402483	0.239	0.133	1	"Neur"	"MKL1"	"AD"	"Entorhinal Cortex"
"SNCB"	0.0167433967014449	0.180053370046823	0.111	0.048	1	"Neur"	"SNCB"	"AD"	"Entorhinal Cortex"
"DICER12"	0.0168091270685031	-0.0670284802283494	0.256	0.14	1	"Neur"	"DICER1"	"AD"	"Entorhinal Cortex"
"DAAM11"	0.0168153583822473	0.0995650983028873	0.231	0.126	1	"Neur"	"DAAM1"	"AD"	"Entorhinal Cortex"
"WNK21"	0.0169371546301796	-0.130299029521402	0.179	0.089	1	"Neur"	"WNK2"	"AD"	"Entorhinal Cortex"
"STK39"	0.017067458338622	0.0983483980605101	0.111	0.048	1	"Neur"	"STK39"	"AD"	"Entorhinal Cortex"
"NDST3"	0.0170965170281425	-0.0424834533043753	0.12	0.053	1	"Neur"	"NDST3"	"AD"	"Entorhinal Cortex"
"GATS1"	0.017318695107217	0.0230926175281438	0.265	0.149	1	"Neur"	"GATS"	"AD"	"Entorhinal Cortex"
"EPC12"	0.01737873144269	-0.124442468982011	0.222	0.117	1	"Neur"	"EPC1"	"AD"	"Entorhinal Cortex"
"TOMM20"	0.0173969871628366	0.16172971014792	0.111	0.048	1	"Neur"	"TOMM20"	"AD"	"Entorhinal Cortex"
"POLK2"	0.0173970101300822	0.083472893742393	0.111	0.048	1	"Neur"	"POLK"	"AD"	"Entorhinal Cortex"
"ING5"	0.0174691396763514	0.286327966126934	0.103	0.044	1	"Neur"	"ING5"	"AD"	"Entorhinal Cortex"
"MUM12"	0.0174887482050227	0.184412779484189	0.239	0.135	1	"Neur"	"MUM1"	"AD"	"Entorhinal Cortex"
"RHPN11"	0.0175283631182692	-1.04053852289234	0.06	0.135	1	"Neur"	"RHPN1"	"AD"	"Entorhinal Cortex"
"KCNJ6"	0.0175383941455906	0.0290110810336723	0.137	0.064	1	"Neur"	"KCNJ6"	"AD"	"Entorhinal Cortex"
"NAV32"	0.0175698625605648	-0.119931574383702	0.333	0.188	1	"Neur"	"NAV3"	"AD"	"Entorhinal Cortex"
"SEMA3B1"	0.0176614115608544	-1.04091755412575	0.077	0.156	1	"Neur"	"SEMA3B"	"AD"	"Entorhinal Cortex"
"PIGU"	0.0177786021691642	0.043445238469344	0.188	0.096	1	"Neur"	"PIGU"	"AD"	"Entorhinal Cortex"
"NFIA2"	0.0179663447550105	-1.21644463116676	0.154	0.234	1	"Neur"	"NFIA"	"AD"	"Entorhinal Cortex"
"RPN1"	0.017996652948303	-0.0316724263964857	0.111	0.048	1	"Neur"	"RPN1"	"AD"	"Entorhinal Cortex"
"GRIA4"	0.0180354813229452	0.0877784080341604	0.581	0.376	1	"Neur"	"GRIA4"	"AD"	"Entorhinal Cortex"
"ARIH22"	0.0180500428258273	0.0460808507519841	0.188	0.099	1	"Neur"	"ARIH2"	"AD"	"Entorhinal Cortex"
"IRAK1BP1"	0.0180728668481713	-0.0219311704359311	0.111	0.048	1	"Neur"	"IRAK1BP1"	"AD"	"Entorhinal Cortex"
"MPDZ1"	0.0180957470684413	0.0661633090398719	0.291	0.167	1	"Neur"	"MPDZ"	"AD"	"Entorhinal Cortex"
"LMBRD12"	0.0183108779140202	-0.128030429318154	0.239	0.128	1	"Neur"	"LMBRD1"	"AD"	"Entorhinal Cortex"
"FNBP1L1"	0.0184084374399429	0.137080617116261	0.145	0.071	1	"Neur"	"FNBP1L"	"AD"	"Entorhinal Cortex"
"MEF2C-AS12"	0.0184261082535451	-0.156545737542169	0.222	0.117	1	"Neur"	"MEF2C-AS1"	"AD"	"Entorhinal Cortex"
"PRPF40A1"	0.0186645788030594	0.17815142655729	0.103	0.044	1	"Neur"	"PRPF40A"	"AD"	"Entorhinal Cortex"
"RB12"	0.0187059076939943	-0.0330424661820752	0.162	0.08	1	"Neur"	"RB1"	"AD"	"Entorhinal Cortex"
"CBX6"	0.018740176189422	-0.893528610645225	0.06	0.138	1	"Neur"	"CBX6"	"AD"	"Entorhinal Cortex"
"ICE1"	0.0187499580748047	0.173736869206356	0.128	0.06	1	"Neur"	"ICE1"	"AD"	"Entorhinal Cortex"
"WDFY22"	0.0187499580748047	0.106730068483168	0.128	0.06	1	"Neur"	"WDFY2"	"AD"	"Entorhinal Cortex"
"PDCD6IP2"	0.018771609054842	0.0563894929467961	0.111	0.048	1	"Neur"	"PDCD6IP"	"AD"	"Entorhinal Cortex"
"PIK3C31"	0.0188223531733023	0.101928887252189	0.128	0.06	1	"Neur"	"PIK3C3"	"AD"	"Entorhinal Cortex"
"ELMOD1"	0.0188339120971779	0.141031743841772	0.137	0.067	1	"Neur"	"ELMOD1"	"AD"	"Entorhinal Cortex"
"RP5-921G16.11"	0.0188899220741737	0.106359276478392	0.179	0.094	1	"Neur"	"RP5-921G16.1"	"AD"	"Entorhinal Cortex"
"FAM172A2"	0.0189114680773606	0.00242672143053291	0.248	0.138	1	"Neur"	"FAM172A"	"AD"	"Entorhinal Cortex"
"MIPOL11"	0.0189797710530897	-0.0055455434107361	0.171	0.087	1	"Neur"	"MIPOL1"	"AD"	"Entorhinal Cortex"
"ZC3H131"	0.0189816924915467	0.0489014929644788	0.154	0.076	1	"Neur"	"ZC3H13"	"AD"	"Entorhinal Cortex"
"PRKACA"	0.0189986450025613	0.146855974149837	0.12	0.055	1	"Neur"	"PRKACA"	"AD"	"Entorhinal Cortex"
"GFOD1"	0.0190479059058	0.100981774094668	0.154	0.076	1	"Neur"	"GFOD1"	"AD"	"Entorhinal Cortex"
"TRAK2"	0.019114827107157	-0.00380693611911798	0.137	0.064	1	"Neur"	"TRAK2"	"AD"	"Entorhinal Cortex"
"SFPQ2"	0.0191492194764123	-0.0374516419801465	0.291	0.165	1	"Neur"	"SFPQ"	"AD"	"Entorhinal Cortex"
"ABLIM11"	0.0192306741624787	-0.155006798475146	0.376	0.218	1	"Neur"	"ABLIM1"	"AD"	"Entorhinal Cortex"
"XRCC52"	0.0192861224855756	-0.130810280386186	0.162	0.08	1	"Neur"	"XRCC5"	"AD"	"Entorhinal Cortex"
