"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"	"region"
"TRIM37"	0.00554276030547356	-0.0410369319953956	0.05	0.105	1	"Neur"	"TRIM37"	"male"	"Entorhinal Cortex"
"SERGEF1"	0.0055439542970639	-0.284281199585017	0.06	0.116	1	"Neur"	"SERGEF"	"male"	"Entorhinal Cortex"
"HPSE21"	0.00558198796284456	-0.169521287907052	0.064	0.124	1	"Neur"	"HPSE2"	"male"	"Entorhinal Cortex"
"PALLD1"	0.0055874485500654	-0.0418829054585476	0.076	0.143	1	"Neur"	"PALLD"	"male"	"Entorhinal Cortex"
"COL4A3BP1"	0.00560918570651014	-0.0837549588993041	0.073	0.138	1	"Neur"	"COL4A3BP"	"male"	"Entorhinal Cortex"
"CERS62"	0.00564166783465647	0.00654537221166107	0.188	0.295	1	"Neur"	"CERS6"	"male"	"Entorhinal Cortex"
"GPD22"	0.00569335083342509	0.0235448737671682	0.048	0.103	1	"Neur"	"GPD2"	"male"	"Entorhinal Cortex"
"SNHG252"	0.00569650737328318	1.00347498855349	0.128	0.076	1	"Neur"	"SNHG25"	"male"	"Entorhinal Cortex"
"HSPA52"	0.00586624133542001	0.822176094827629	0.11	0.059	1	"Neur"	"HSPA5"	"male"	"Entorhinal Cortex"
"ITM2C1"	0.00595673740531117	0.083003700337944	0.096	0.173	1	"Neur"	"ITM2C"	"male"	"Entorhinal Cortex"
"ANKRD13D"	0.00598432476860693	0.813659260760098	0.11	0.059	1	"Neur"	"ANKRD13D"	"male"	"Entorhinal Cortex"
"MCPH11"	0.00600098519007519	-0.178606547266526	0.069	0.13	1	"Neur"	"MCPH1"	"male"	"Entorhinal Cortex"
"MDN1"	0.00601304796978864	0.0408767678799884	0.064	0.127	1	"Neur"	"MDN1"	"male"	"Entorhinal Cortex"
"LUC7L21"	0.0060840454187904	-0.0438059280134087	0.05	0.105	1	"Neur"	"LUC7L2"	"male"	"Entorhinal Cortex"
"TROVE21"	0.00610967325859567	-0.150463898158999	0.048	0.1	1	"Neur"	"TROVE2"	"male"	"Entorhinal Cortex"
"RTN32"	0.00612081255997026	0.00104555869874723	0.36	0.541	1	"Neur"	"RTN3"	"male"	"Entorhinal Cortex"
"YWHAQ"	0.00614753912276393	-0.0736235126754081	0.103	0.178	1	"Neur"	"YWHAQ"	"male"	"Entorhinal Cortex"
"MTCL1"	0.00619958027371146	-0.0613898108694431	0.096	0.17	1	"Neur"	"MTCL1"	"male"	"Entorhinal Cortex"
"ZFC3H11"	0.00620783510586869	-0.0369186614908262	0.05	0.105	1	"Neur"	"ZFC3H1"	"male"	"Entorhinal Cortex"
"SMC52"	0.00625507879657279	-0.157833407484602	0.064	0.124	1	"Neur"	"SMC5"	"male"	"Entorhinal Cortex"
"PRKAR1A"	0.00627254206198921	-0.118829980615267	0.078	0.143	1	"Neur"	"PRKAR1A"	"male"	"Entorhinal Cortex"
"ERICH1-AS1"	0.00630015290652679	0.0138328966999053	0.069	0.132	1	"Neur"	"ERICH1-AS1"	"male"	"Entorhinal Cortex"
"RB12"	0.00630849706630779	0.0225847060732367	0.08	0.149	1	"Neur"	"RB1"	"male"	"Entorhinal Cortex"
"NAPA"	0.00631638539604242	-0.18210183735751	0.057	0.114	1	"Neur"	"NAPA"	"male"	"Entorhinal Cortex"
"NACA2"	0.00637863542217395	-0.0382419137539931	0.085	0.154	1	"Neur"	"NACA"	"male"	"Entorhinal Cortex"
"ELMOD1"	0.00644779317212699	0.00723230980986134	0.067	0.127	1	"Neur"	"ELMOD1"	"male"	"Entorhinal Cortex"
"ACO21"	0.00644930997094178	0.0201935905036971	0.05	0.105	1	"Neur"	"ACO2"	"male"	"Entorhinal Cortex"
"XRCC52"	0.00648064337109216	0.0680692917223451	0.08	0.149	1	"Neur"	"XRCC5"	"male"	"Entorhinal Cortex"
"MCM3AP"	0.00653031118356712	0.15434575304941	0.048	0.103	1	"Neur"	"MCM3AP"	"male"	"Entorhinal Cortex"
"CRADD2"	0.00660317237318124	-0.0833145571471925	0.064	0.124	1	"Neur"	"CRADD"	"male"	"Entorhinal Cortex"
"ATP6V1B2"	0.00660786353458807	-0.186666477263183	0.057	0.114	1	"Neur"	"ATP6V1B2"	"male"	"Entorhinal Cortex"
"COX7A2"	0.00663592336940733	-0.137703915149125	0.069	0.13	1	"Neur"	"COX7A2"	"male"	"Entorhinal Cortex"
"ENPP22"	0.00664113863294081	0.757936098413878	0.197	0.138	1	"Neur"	"ENPP2"	"male"	"Entorhinal Cortex"
"VMP12"	0.00667685795300323	0.151815999155319	0.067	0.13	1	"Neur"	"VMP1"	"male"	"Entorhinal Cortex"
"ATP5L1"	0.00674569804966782	-0.0427929633342514	0.103	0.178	1	"Neur"	"ATP5L"	"male"	"Entorhinal Cortex"
"PPP4R3B1"	0.00683627133601677	-0.0028969430829483	0.053	0.108	1	"Neur"	"PPP4R3B"	"male"	"Entorhinal Cortex"
"DLC12"	0.00698627778588217	-0.141192581562611	0.094	0.165	1	"Neur"	"DLC1"	"male"	"Entorhinal Cortex"
"NUMA12"	0.00703560460486283	0.980588557129772	0.17	0.116	1	"Neur"	"NUMA1"	"male"	"Entorhinal Cortex"
"KIAA1324L"	0.00714384702685121	-0.0902472757709145	0.078	0.143	1	"Neur"	"KIAA1324L"	"male"	"Entorhinal Cortex"
"ZNF3021"	0.007145966899854	-0.00944619423510396	0.055	0.111	1	"Neur"	"ZNF302"	"male"	"Entorhinal Cortex"
"MAPK41"	0.00724796940337447	-0.0238159034993789	0.057	0.114	1	"Neur"	"MAPK4"	"male"	"Entorhinal Cortex"
"FZD31"	0.00728635250246596	0.0407350690326316	0.092	0.165	1	"Neur"	"FZD3"	"male"	"Entorhinal Cortex"
"COL16A11"	0.00731334428049445	0.836958240819697	0.14	0.086	1	"Neur"	"COL16A1"	"male"	"Entorhinal Cortex"
"PPP1R13B"	0.00734877946262745	0.147890365988825	0.094	0.168	1	"Neur"	"PPP1R13B"	"male"	"Entorhinal Cortex"
"PRPF4B2"	0.00736171521607751	-0.0770659975013361	0.076	0.138	1	"Neur"	"PRPF4B"	"male"	"Entorhinal Cortex"
"KPNA6"	0.00736933842674444	-0.0281988890084094	0.055	0.111	1	"Neur"	"KPNA6"	"male"	"Entorhinal Cortex"
"EEF1D2"	0.0074076492448997	0.815867814589379	0.138	0.084	1	"Neur"	"EEF1D"	"male"	"Entorhinal Cortex"
"SUGT11"	0.00742989750590056	0.896040613248516	0.108	0.059	1	"Neur"	"SUGT1"	"male"	"Entorhinal Cortex"
"ZNF6442"	0.00752501555063025	0.0531633963739693	0.096	0.17	1	"Neur"	"ZNF644"	"male"	"Entorhinal Cortex"
"SNRNP702"	0.0075621870134162	0.161367033212572	0.259	0.411	1	"Neur"	"SNRNP70"	"male"	"Entorhinal Cortex"
"ACSS12"	0.0075779647742518	0.934354080617618	0.101	0.054	1	"Neur"	"ACSS1"	"male"	"Entorhinal Cortex"
"TUBA1A2"	0.00759928741894841	0.667740002687002	0.358	0.324	1	"Neur"	"TUBA1A"	"male"	"Entorhinal Cortex"
"GRM5"	0.00764320153608295	0.0025683654895996	0.266	0.395	1	"Neur"	"GRM5"	"male"	"Entorhinal Cortex"
"PTK22"	0.00765094684100563	0.10083366874268	0.241	0.37	1	"Neur"	"PTK2"	"male"	"Entorhinal Cortex"
"CDC731"	0.0077551181283643	-0.0599685581668212	0.048	0.1	1	"Neur"	"CDC73"	"male"	"Entorhinal Cortex"
"CHD22"	0.00779008477798929	0.00733148628414981	0.078	0.143	1	"Neur"	"CHD2"	"male"	"Entorhinal Cortex"
"KCNB1"	0.00779729281773376	0.0032126983390709	0.069	0.13	1	"Neur"	"KCNB1"	"male"	"Entorhinal Cortex"
"ADGRL32"	0.0078282615907044	-0.0481976566123961	0.431	0.646	1	"Neur"	"ADGRL3"	"male"	"Entorhinal Cortex"
"CCAR1"	0.00783850638840656	0.00161895989523009	0.069	0.13	1	"Neur"	"CCAR1"	"male"	"Entorhinal Cortex"
"SGSM21"	0.0078499232020611	0.150017003399128	0.055	0.111	1	"Neur"	"SGSM2"	"male"	"Entorhinal Cortex"
"EPHA41"	0.00785991793901028	-0.168104826410797	0.078	0.141	1	"Neur"	"EPHA4"	"male"	"Entorhinal Cortex"
"STIM11"	0.00788334101425384	-0.0173783085766253	0.067	0.127	1	"Neur"	"STIM1"	"male"	"Entorhinal Cortex"
"TPT1-AS11"	0.00788839392073109	0.0421573925200862	0.076	0.141	1	"Neur"	"TPT1-AS1"	"male"	"Entorhinal Cortex"
"FSD1"	0.00790357530721288	0.975480800462298	0.124	0.073	1	"Neur"	"FSD1"	"male"	"Entorhinal Cortex"
"WHSC11"	0.00796062030360035	-0.09303966436197	0.064	0.122	1	"Neur"	"WHSC1"	"male"	"Entorhinal Cortex"
"DST2"	0.00797388109186764	0.177601571720797	0.365	0.581	1	"Neur"	"DST"	"male"	"Entorhinal Cortex"
"NPIPA1"	0.00797998685187863	0.129640215151306	0.106	0.184	1	"Neur"	"NPIPA1"	"male"	"Entorhinal Cortex"
"MPHOSPH91"	0.00801867312032692	-0.0973389224624148	0.06	0.116	1	"Neur"	"MPHOSPH9"	"male"	"Entorhinal Cortex"
"COQ41"	0.00807755186648562	-0.0839071389266275	0.053	0.105	1	"Neur"	"COQ4"	"male"	"Entorhinal Cortex"
"ABCC8"	0.00808874805441076	-0.030909155218191	0.067	0.127	1	"Neur"	"ABCC8"	"male"	"Entorhinal Cortex"
"UBR22"	0.00810565314018298	-0.150091770444703	0.096	0.165	1	"Neur"	"UBR2"	"male"	"Entorhinal Cortex"
"LPCAT1"	0.00816637739248893	0.863552508910121	0.11	0.062	1	"Neur"	"LPCAT1"	"male"	"Entorhinal Cortex"
"KANSL1L2"	0.00817507409431774	0.168751558951534	0.103	0.181	1	"Neur"	"KANSL1L"	"male"	"Entorhinal Cortex"
"TAOK32"	0.0081934133666674	-0.0552529005878206	0.119	0.197	1	"Neur"	"TAOK3"	"male"	"Entorhinal Cortex"
"TAF1D2"	0.00833476589284382	-0.0583442317981275	0.078	0.141	1	"Neur"	"TAF1D"	"male"	"Entorhinal Cortex"
"DIP2A1"	0.00837902064322808	0.0377854806341096	0.057	0.114	1	"Neur"	"DIP2A"	"male"	"Entorhinal Cortex"
"KCNMB4"	0.008399933531233	0.698419683884623	0.156	0.1	1	"Neur"	"KCNMB4"	"male"	"Entorhinal Cortex"
"MTX21"	0.008461701568005	0.0885250877786011	0.062	0.119	1	"Neur"	"MTX2"	"male"	"Entorhinal Cortex"
"C11orf491"	0.00850239729196451	0.0662708518460116	0.099	0.173	1	"Neur"	"C11orf49"	"male"	"Entorhinal Cortex"
"MAPK8IP32"	0.00853165042997707	0.986033734003483	0.227	0.181	1	"Neur"	"MAPK8IP3"	"male"	"Entorhinal Cortex"
"KPNA32"	0.00867171483972977	-0.0243765090406369	0.062	0.119	1	"Neur"	"KPNA3"	"male"	"Entorhinal Cortex"
"ARPP191"	0.00882302008400783	0.978629086766847	0.17	0.116	1	"Neur"	"ARPP19"	"male"	"Entorhinal Cortex"
"NFIA2"	0.0088595815512853	-0.200953660294165	0.234	0.332	1	"Neur"	"NFIA"	"male"	"Entorhinal Cortex"
"LPGAT11"	0.0088813924632512	-0.0458547452744569	0.115	0.192	1	"Neur"	"LPGAT1"	"male"	"Entorhinal Cortex"
"SCARB22"	0.008885183495858	0.0632759981107438	0.101	0.176	1	"Neur"	"SCARB2"	"male"	"Entorhinal Cortex"
"CHD5"	0.00890080137077106	0.941933874719047	0.243	0.197	1	"Neur"	"CHD5"	"male"	"Entorhinal Cortex"
"CISD1"	0.0089071822942203	-0.185715358240406	0.055	0.108	1	"Neur"	"CISD1"	"male"	"Entorhinal Cortex"
"BCKDHB2"	0.00891451304133763	-0.0831140957767641	0.064	0.122	1	"Neur"	"BCKDHB"	"male"	"Entorhinal Cortex"
"GATM2"	0.00893850002556093	0.70629627247618	0.115	0.065	1	"Neur"	"GATM"	"male"	"Entorhinal Cortex"
"BRINP31"	0.00902526937513359	-0.139192883550572	0.089	0.157	1	"Neur"	"BRINP3"	"male"	"Entorhinal Cortex"
"SIN3B"	0.00904026065818599	-0.0246737000813777	0.062	0.119	1	"Neur"	"SIN3B"	"male"	"Entorhinal Cortex"
"RNF382"	0.00906774283881341	0.0736807982196761	0.073	0.135	1	"Neur"	"RNF38"	"male"	"Entorhinal Cortex"
"RNF19A1"	0.00906909875831403	-0.128400512945012	0.08	0.143	1	"Neur"	"RNF19A"	"male"	"Entorhinal Cortex"
"APPBP21"	0.00908347467018654	0.0667899262099085	0.078	0.143	1	"Neur"	"APPBP2"	"male"	"Entorhinal Cortex"
"STRN32"	0.00910399465437281	0.14498691951099	0.08	0.146	1	"Neur"	"STRN3"	"male"	"Entorhinal Cortex"
"TOMM72"	0.00916378037036424	-0.0137736917564135	0.085	0.151	1	"Neur"	"TOMM7"	"male"	"Entorhinal Cortex"
"ARHGEF31"	0.00925376606366505	0.0423391793191026	0.071	0.132	1	"Neur"	"ARHGEF3"	"male"	"Entorhinal Cortex"
"ZC3H11A1"	0.00936948185709632	0.848012882828899	0.181	0.13	1	"Neur"	"ZC3H11A"	"male"	"Entorhinal Cortex"
"SLCO1A21"	0.00982695713432117	0.84618539709771	0.126	0.076	1	"Neur"	"SLCO1A2"	"male"	"Entorhinal Cortex"
"HNRNPL"	0.00986359699384123	0.0956422145351998	0.062	0.119	1	"Neur"	"HNRNPL"	"male"	"Entorhinal Cortex"
"PNMA2"	0.00992249469688555	0.0490517328626827	0.085	0.151	1	"Neur"	"PNMA2"	"male"	"Entorhinal Cortex"
"GSTA4"	0.00995439540971936	-0.0155307795797782	0.069	0.127	1	"Neur"	"GSTA4"	"male"	"Entorhinal Cortex"
"SOGA1"	0.00997782936944569	0.100905650524194	0.08	0.146	1	"Neur"	"SOGA1"	"male"	"Entorhinal Cortex"
"IGSF8"	0.0100207234558398	-0.114888459228907	0.057	0.111	1	"Neur"	"IGSF8"	"male"	"Entorhinal Cortex"
"KCTD72"	0.0100232174351131	-0.0274842173503016	0.078	0.141	1	"Neur"	"KCTD7"	"male"	"Entorhinal Cortex"
"NMT11"	0.0100593798786687	0.0403961801191558	0.062	0.119	1	"Neur"	"NMT1"	"male"	"Entorhinal Cortex"
"TNRC182"	0.0101005867556907	0.185483197629648	0.106	0.181	1	"Neur"	"TNRC18"	"male"	"Entorhinal Cortex"
"PDE7A1"	0.0101271802793081	0.00906481629813327	0.069	0.127	1	"Neur"	"PDE7A"	"male"	"Entorhinal Cortex"
"KCND21"	0.0102520644763588	-0.122587899788131	0.433	0.597	1	"Neur"	"KCND2"	"male"	"Entorhinal Cortex"
"RP11-444D3.11"	0.0103135424634626	0.039348434628918	0.067	0.124	1	"Neur"	"RP11-444D3.1"	"male"	"Entorhinal Cortex"
"ADGRG12"	0.0104375745442698	0.85298026610185	0.131	0.081	1	"Neur"	"ADGRG1"	"male"	"Entorhinal Cortex"
"P4HB2"	0.0105395624067886	0.893677089747481	0.115	0.068	1	"Neur"	"P4HB"	"male"	"Entorhinal Cortex"
"CNTN3"	0.0106861846386171	-0.0255865527844845	0.08	0.143	1	"Neur"	"CNTN3"	"male"	"Entorhinal Cortex"
"ACSL31"	0.0107302639046818	0.122403042553422	0.096	0.168	1	"Neur"	"ACSL3"	"male"	"Entorhinal Cortex"
"WRB"	0.0108411620160485	-0.16925497227354	0.05	0.1	1	"Neur"	"WRB"	"male"	"Entorhinal Cortex"
"SH3GLB21"	0.0109671131046703	0.922098012102268	0.147	0.097	1	"Neur"	"SH3GLB2"	"male"	"Entorhinal Cortex"
"THRAP3"	0.0110047025269719	-0.0101980301665102	0.057	0.111	1	"Neur"	"THRAP3"	"male"	"Entorhinal Cortex"
"UBE2R22"	0.0110180923595106	0.17253303047291	0.085	0.151	1	"Neur"	"UBE2R2"	"male"	"Entorhinal Cortex"
"MTA31"	0.0110496283005901	0.108646400401698	0.083	0.146	1	"Neur"	"MTA3"	"male"	"Entorhinal Cortex"
"TARSL2"	0.0112329280649317	0.0790269226877056	0.078	0.141	1	"Neur"	"TARSL2"	"male"	"Entorhinal Cortex"
"SEC631"	0.0112352455299509	0.0325346631658819	0.055	0.108	1	"Neur"	"SEC63"	"male"	"Entorhinal Cortex"
"FBXW5"	0.0112652365965272	0.771475317175124	0.122	0.073	1	"Neur"	"FBXW5"	"male"	"Entorhinal Cortex"
"RNF2202"	0.011327285545285	0.677104682248726	0.234	0.181	1	"Neur"	"RNF220"	"male"	"Entorhinal Cortex"
"MIPOL11"	0.0114640613771226	0.237633696204582	0.087	0.154	1	"Neur"	"MIPOL1"	"male"	"Entorhinal Cortex"
"PCMT1"	0.0118682408815402	0.0371151528059742	0.067	0.124	1	"Neur"	"PCMT1"	"male"	"Entorhinal Cortex"
"CHD72"	0.0119238374471155	-0.0441387605308192	0.085	0.149	1	"Neur"	"CHD7"	"male"	"Entorhinal Cortex"
"FAR12"	0.0119543576737452	0.0260910776641012	0.094	0.162	1	"Neur"	"FAR1"	"male"	"Entorhinal Cortex"
"NRDC2"	0.0119756711409385	0.137038294013031	0.096	0.165	1	"Neur"	"NRDC"	"male"	"Entorhinal Cortex"
"OAT1"	0.0120219829795464	-0.0351961269579362	0.053	0.103	1	"Neur"	"OAT"	"male"	"Entorhinal Cortex"
"SEP15"	0.0120445518986573	-0.0325062325912768	0.053	0.103	1	"Neur"	"SEP15"	"male"	"Entorhinal Cortex"
"UGT8"	0.0121317835383111	0.709906890039029	0.112	0.065	1	"Neur"	"UGT8"	"male"	"Entorhinal Cortex"
"LY6H"	0.0121464859409896	0.107398690700888	0.161	0.254	1	"Neur"	"LY6H"	"male"	"Entorhinal Cortex"
"DGCR21"	0.0122057649693593	0.0259203641754155	0.112	0.189	1	"Neur"	"DGCR2"	"male"	"Entorhinal Cortex"
"HERC32"	0.012310465818225	0.0439178479397537	0.085	0.149	1	"Neur"	"HERC3"	"male"	"Entorhinal Cortex"
"PLEKHA72"	0.012334864961699	-0.0228819657012955	0.099	0.168	1	"Neur"	"PLEKHA7"	"male"	"Entorhinal Cortex"
"MAP3K22"	0.0123576579361292	0.144349415733493	0.08	0.143	1	"Neur"	"MAP3K2"	"male"	"Entorhinal Cortex"
"GPC11"	0.0125131583647972	0.0465621831683494	0.11	0.184	1	"Neur"	"GPC1"	"male"	"Entorhinal Cortex"
"MAP72"	0.0125252656336122	0.17062784646627	0.28	0.435	1	"Neur"	"MAP7"	"male"	"Entorhinal Cortex"
"ROGDI1"	0.0125746317766178	0.0232157952951144	0.08	0.143	1	"Neur"	"ROGDI"	"male"	"Entorhinal Cortex"
"CCNY2"	0.0126781088564219	0.380644146949574	0.099	0.173	1	"Neur"	"CCNY"	"male"	"Entorhinal Cortex"
"ACTN41"	0.0127329463957457	1.01585682864407	0.133	0.086	1	"Neur"	"ACTN4"	"male"	"Entorhinal Cortex"
"NOP58"	0.0128345827572483	0.00805300397901898	0.053	0.103	1	"Neur"	"NOP58"	"male"	"Entorhinal Cortex"
"ALDOA2"	0.0128828649753565	0.0201263441792967	0.158	0.251	1	"Neur"	"ALDOA"	"male"	"Entorhinal Cortex"
"ENAH1"	0.0132499284165393	0.163895402619439	0.103	0.176	1	"Neur"	"ENAH"	"male"	"Entorhinal Cortex"
"TAF31"	0.0133373333619102	0.0284392942011775	0.064	0.119	1	"Neur"	"TAF3"	"male"	"Entorhinal Cortex"
"CACNG8"	0.0134112152203967	0.179678633264367	0.096	0.168	1	"Neur"	"CACNG8"	"male"	"Entorhinal Cortex"
"MCU"	0.0134968847503096	-0.0574296851108874	0.057	0.108	1	"Neur"	"MCU"	"male"	"Entorhinal Cortex"
"AHCTF11"	0.0135090258333424	-0.155932804933515	0.057	0.108	1	"Neur"	"AHCTF1"	"male"	"Entorhinal Cortex"
"BEX4"	0.0137316838717798	-0.202060108229351	0.062	0.114	1	"Neur"	"BEX4"	"male"	"Entorhinal Cortex"
"TSC22D3"	0.0137341812025636	0.71300530065457	0.122	0.073	1	"Neur"	"TSC22D3"	"male"	"Entorhinal Cortex"
"SLC1A32"	0.0137846730167267	0.970173671652484	0.213	0.168	1	"Neur"	"SLC1A3"	"male"	"Entorhinal Cortex"
"ZNF6922"	0.0138888738622005	0.900405050618606	0.142	0.095	1	"Neur"	"ZNF692"	"male"	"Entorhinal Cortex"
"DICER12"	0.0139803685716355	0.131253915281321	0.14	0.227	1	"Neur"	"DICER1"	"male"	"Entorhinal Cortex"
"PPP3CB1"	0.0139942545056338	0.0643248279546966	0.092	0.157	1	"Neur"	"PPP3CB"	"male"	"Entorhinal Cortex"
"SMG62"	0.014038647842222	0.0485733971740618	0.073	0.132	1	"Neur"	"SMG6"	"male"	"Entorhinal Cortex"
"RGL11"	0.0140495627600914	0.0671021249750936	0.106	0.176	1	"Neur"	"RGL1"	"male"	"Entorhinal Cortex"
"TRAK21"	0.0141127167880921	0.0345937961173843	0.064	0.119	1	"Neur"	"TRAK2"	"male"	"Entorhinal Cortex"
"ASXL11"	0.014172051182807	-0.0341989978200858	0.067	0.122	1	"Neur"	"ASXL1"	"male"	"Entorhinal Cortex"
"RCOR32"	0.0142469710317975	-0.0509762181104352	0.073	0.13	1	"Neur"	"RCOR3"	"male"	"Entorhinal Cortex"
"HTT2"	0.0142958698753035	0.168768122950689	0.092	0.159	1	"Neur"	"HTT"	"male"	"Entorhinal Cortex"
"SAT22"	0.014331617975337	0.0208944093835159	0.092	0.154	1	"Neur"	"SAT2"	"male"	"Entorhinal Cortex"
"MAL1"	0.0143642190407197	0.889356752107476	0.112	0.068	1	"Neur"	"MAL"	"male"	"Entorhinal Cortex"
"CEP1702"	0.0144053832621953	0.217639311004344	0.131	0.214	1	"Neur"	"CEP170"	"male"	"Entorhinal Cortex"
"SH3GL2"	0.0145686075637176	-0.251320802941697	0.149	0.224	1	"Neur"	"SH3GL2"	"male"	"Entorhinal Cortex"
"NBEAL12"	0.0146320301342619	-0.0682468533690377	0.133	0.208	1	"Neur"	"NBEAL1"	"male"	"Entorhinal Cortex"
"DENND5A2"	0.0147075638747097	0.131345166947385	0.087	0.151	1	"Neur"	"DENND5A"	"male"	"Entorhinal Cortex"
"RP11-553L6.51"	0.0148239674141855	0.864139247308935	0.103	0.059	1	"Neur"	"RP11-553L6.5"	"male"	"Entorhinal Cortex"
"GGA11"	0.0149042616544571	1.00884484620375	0.126	0.081	1	"Neur"	"GGA1"	"male"	"Entorhinal Cortex"
"SLC12A5"	0.0149185992787402	0.0836778390075552	0.099	0.165	1	"Neur"	"SLC12A5"	"male"	"Entorhinal Cortex"
"SNU13"	0.0149569229689643	0.0052915809499281	0.073	0.13	1	"Neur"	"SNU13"	"male"	"Entorhinal Cortex"
"HUWE11"	0.0149845197692772	0.0826287058058632	0.08	0.141	1	"Neur"	"HUWE1"	"male"	"Entorhinal Cortex"
"MAST2"	0.0149864966680525	0.104400774483965	0.073	0.132	1	"Neur"	"MAST2"	"male"	"Entorhinal Cortex"
"PPFIBP1"	0.0152083246495779	0.0611186460741922	0.064	0.119	1	"Neur"	"PPFIBP1"	"male"	"Entorhinal Cortex"
"SRGAP2B1"	0.015270419047109	0.0126432361738249	0.067	0.122	1	"Neur"	"SRGAP2B"	"male"	"Entorhinal Cortex"
"SMARCAD12"	0.0153749799830396	-0.0126133197349909	0.083	0.143	1	"Neur"	"SMARCAD1"	"male"	"Entorhinal Cortex"
"TTC32"	0.015555305819295	0.121474898322274	0.291	0.449	1	"Neur"	"TTC3"	"male"	"Entorhinal Cortex"
"DDX52"	0.0157377415914895	0.803256515686125	0.312	0.276	1	"Neur"	"DDX5"	"male"	"Entorhinal Cortex"
"ELF22"	0.0158617095215042	0.0879645881241524	0.119	0.195	1	"Neur"	"ELF2"	"male"	"Entorhinal Cortex"
"CCT3"	0.0159898250071608	-0.00732748483258294	0.062	0.114	1	"Neur"	"CCT3"	"male"	"Entorhinal Cortex"
"CST32"	0.0161123470992623	0.191346626858968	0.197	0.305	1	"Neur"	"CST3"	"male"	"Entorhinal Cortex"
"KAT2A2"	0.0161492256207962	0.861439516833486	0.216	0.17	1	"Neur"	"KAT2A"	"male"	"Entorhinal Cortex"
"ATF7IP3"	0.0161538244599028	-0.0186475472778365	0.099	0.165	1	"Neur"	"ATF7IP"	"male"	"Entorhinal Cortex"
"UBE2Z1"	0.0163117852007547	0.760016619429177	0.122	0.076	1	"Neur"	"UBE2Z"	"male"	"Entorhinal Cortex"
"PHF21A2"	0.0164543031343136	-0.0285390430000656	0.117	0.189	1	"Neur"	"PHF21A"	"male"	"Entorhinal Cortex"
"TTC191"	0.0166842670760183	0.531608625922262	0.089	0.154	1	"Neur"	"TTC19"	"male"	"Entorhinal Cortex"
"SCFD22"	0.0167066954506823	0.0102809270573732	0.085	0.146	1	"Neur"	"SCFD2"	"male"	"Entorhinal Cortex"
"MTMR32"	0.0167822927683254	0.0568262761507942	0.069	0.124	1	"Neur"	"MTMR3"	"male"	"Entorhinal Cortex"
"AMBRA12"	0.0168309187483054	0.106928738214517	0.135	0.216	1	"Neur"	"AMBRA1"	"male"	"Entorhinal Cortex"
"EIF12"	0.0168394823338645	0.75335289096231	0.303	0.268	1	"Neur"	"EIF1"	"male"	"Entorhinal Cortex"
"ANKAR1"	0.0168901000088496	0.122201596373651	0.06	0.111	1	"Neur"	"ANKAR"	"male"	"Entorhinal Cortex"
"PGM2L1"	0.0169572417344239	-0.0448495298062322	0.053	0.1	1	"Neur"	"PGM2L1"	"male"	"Entorhinal Cortex"
"ATP11B1"	0.0172056587778468	-0.200560112682697	0.06	0.108	1	"Neur"	"ATP11B"	"male"	"Entorhinal Cortex"
"RXRA1"	0.0173565154690202	-0.0524002289144579	0.055	0.103	1	"Neur"	"RXRA"	"male"	"Entorhinal Cortex"
"ADCY1"	0.0173603492266535	0.012793154079495	0.069	0.122	1	"Neur"	"ADCY1"	"male"	"Entorhinal Cortex"
"YWHAH1"	0.0174551959621437	0.0289332362709855	0.131	0.208	1	"Neur"	"YWHAH"	"male"	"Entorhinal Cortex"
"PHF31"	0.0175351358440284	0.113901671876506	0.096	0.162	1	"Neur"	"PHF3"	"male"	"Entorhinal Cortex"
"ST7L"	0.0175466360900659	0.138648585457143	0.062	0.114	1	"Neur"	"ST7L"	"male"	"Entorhinal Cortex"
"PRICKLE1"	0.0177891099822449	0.0450666507290526	0.064	0.116	1	"Neur"	"PRICKLE1"	"male"	"Entorhinal Cortex"
"TNPO11"	0.0178598336322366	0.157473891220388	0.085	0.146	1	"Neur"	"TNPO1"	"male"	"Entorhinal Cortex"
"PABPC12"	0.0179633659025188	0.0420636013294875	0.092	0.154	1	"Neur"	"PABPC1"	"male"	"Entorhinal Cortex"
"MBTPS1"	0.0180324337685262	-0.0160463709770977	0.053	0.1	1	"Neur"	"MBTPS1"	"male"	"Entorhinal Cortex"
"CAMK2N11"	0.0182841972681138	0.895152717899011	0.225	0.184	1	"Neur"	"CAMK2N1"	"male"	"Entorhinal Cortex"
"CYTH12"	0.0183480261869084	0.857472498438298	0.119	0.076	1	"Neur"	"CYTH1"	"male"	"Entorhinal Cortex"
"AKAP111"	0.0184161479401897	0.0376270689119493	0.087	0.149	1	"Neur"	"AKAP11"	"male"	"Entorhinal Cortex"
"CERS51"	0.0184397438270446	0.875642685198061	0.181	0.135	1	"Neur"	"CERS5"	"male"	"Entorhinal Cortex"
"MYO62"	0.0184982801970557	0.0913110254731881	0.094	0.157	1	"Neur"	"MYO6"	"male"	"Entorhinal Cortex"
"DGKG1"	0.0185945883955257	-0.130941086494506	0.101	0.162	1	"Neur"	"DGKG"	"male"	"Entorhinal Cortex"
