"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"	"region"
"KANK12"	1.46173069742492e-09	0.489744816890276	0.432	0.236	1.57340692270818e-05	"Olig"	"KANK1"	"female"	"Entorhinal Cortex"
"PIP4K2A3"	1.60898987342442e-09	0.359627755270133	0.851	0.633	1.73191669975404e-05	"Olig"	"PIP4K2A"	"female"	"Entorhinal Cortex"
"KDM6A3"	1.63923525828427e-09	0.560404374623276	0.311	0.144	1.76447283201719e-05	"Olig"	"KDM6A"	"female"	"Entorhinal Cortex"
"GTF2IRD12"	1.70455110688148e-09	0.802211107139497	0.111	0.015	1.83477881144723e-05	"Olig"	"GTF2IRD1"	"female"	"Entorhinal Cortex"
"SLC11A22"	1.71363698395206e-09	0.621488353588099	0.193	0.063	1.844558849526e-05	"Olig"	"SLC11A2"	"female"	"Entorhinal Cortex"
"BBS22"	1.77610113388989e-09	0.427697448687617	0.255	0.1	1.91179526051908e-05	"Olig"	"BBS2"	"female"	"Entorhinal Cortex"
"SPG73"	1.97542942318707e-09	0.616226049030455	0.2	0.068	2.12635223111856e-05	"Olig"	"SPG7"	"female"	"Entorhinal Cortex"
"EPS153"	2.28830361556859e-09	0.426915770289355	0.344	0.163	2.46313001179803e-05	"Olig"	"EPS15"	"female"	"Entorhinal Cortex"
"FAM13B3"	2.49721687847657e-09	0.388044264517493	0.309	0.139	2.68800424799218e-05	"Olig"	"FAM13B"	"female"	"Entorhinal Cortex"
"MAL1"	2.52489708848971e-09	0.553619336517086	0.364	0.187	2.71779922605033e-05	"Olig"	"MAL"	"female"	"Entorhinal Cortex"
"MTMR2"	2.5379305645033e-09	0.525308018712823	0.205	0.071	2.73182845963135e-05	"Olig"	"MTMR2"	"female"	"Entorhinal Cortex"
"ROBO12"	2.64615600915026e-09	0.414333757118372	0.375	0.19	2.84832232824934e-05	"Olig"	"ROBO1"	"female"	"Entorhinal Cortex"
"SCML11"	2.70235764821518e-09	0.756240840461026	0.135	0.029	2.90881777253882e-05	"Olig"	"SCML1"	"female"	"Entorhinal Cortex"
"RYR21"	3.09059568526034e-09	0.64873497622107	0.194	0.066	3.32671719561424e-05	"Olig"	"RYR2"	"female"	"Entorhinal Cortex"
"TRPC4AP3"	3.12599927578266e-09	0.492541042393784	0.251	0.102	3.36482562045246e-05	"Olig"	"TRPC4AP"	"female"	"Entorhinal Cortex"
"MAP4K32"	3.23674949984575e-09	0.706973956221154	0.18	0.058	3.48403716163396e-05	"Olig"	"MAP4K3"	"female"	"Entorhinal Cortex"
"RP11-1000B6.32"	3.39731408613853e-09	0.793866660225101	0.19	0.066	3.65686888231951e-05	"Olig"	"RP11-1000B6.3"	"female"	"Entorhinal Cortex"
"PLPP13"	3.5034265888314e-09	0.631608104523094	0.162	0.046	3.77108838021812e-05	"Olig"	"PLPP1"	"female"	"Entorhinal Cortex"
"SGIP12"	3.59006525532757e-09	0.45319456541367	0.333	0.163	3.8643462408346e-05	"Olig"	"SGIP1"	"female"	"Entorhinal Cortex"
"GLDN1"	3.70111013602372e-09	0.478751154945661	0.304	0.141	3.98387495041593e-05	"Olig"	"GLDN"	"female"	"Entorhinal Cortex"
"MSI23"	3.74865966981898e-09	0.600467271395387	0.17	0.051	4.03505726859315e-05	"Olig"	"MSI2"	"female"	"Entorhinal Cortex"
"BBX3"	3.88010621061087e-09	0.418484742305299	0.302	0.136	4.17654632510154e-05	"Olig"	"BBX"	"female"	"Entorhinal Cortex"
"DST3"	4.07168275592465e-09	0.323488534386646	0.794	0.533	4.3827593184773e-05	"Olig"	"DST"	"female"	"Entorhinal Cortex"
"GNAO12"	4.28000645015866e-09	0.357638723531856	0.396	0.204	4.60699894295078e-05	"Olig"	"GNAO1"	"female"	"Entorhinal Cortex"
"TMEM161B-AS13"	4.7693382450186e-09	0.464066560831774	0.322	0.153	5.13371568693802e-05	"Olig"	"TMEM161B-AS1"	"female"	"Entorhinal Cortex"
"ATP10B"	4.96862953593929e-09	0.386995358371667	0.36	0.182	5.34823283248506e-05	"Olig"	"ATP10B"	"female"	"Entorhinal Cortex"
"NUTM2A-AS13"	4.97960115322300e-09	0.413359375412808	0.446	0.246	5.36004268132923e-05	"Olig"	"NUTM2A-AS1"	"female"	"Entorhinal Cortex"
"C16orf452"	5.04413362955709e-09	0.696860831112555	0.172	0.054	5.42950543885525e-05	"Olig"	"C16orf45"	"female"	"Entorhinal Cortex"
"ABCA6"	5.47588327256428e-09	0.735397143285657	0.144	0.036	5.89424075458819e-05	"Olig"	"ABCA6"	"female"	"Entorhinal Cortex"
"PPP1R212"	5.7113881135829e-09	0.418180129639652	0.358	0.18	6.14773816546064e-05	"Olig"	"PPP1R21"	"female"	"Entorhinal Cortex"
"OTUD7A2"	6.22138052827334e-09	0.405913545205632	0.398	0.209	6.69669400063342e-05	"Olig"	"OTUD7A"	"female"	"Entorhinal Cortex"
"ATG4B3"	6.2836487495733e-09	0.689594794521514	0.162	0.049	6.7637195140407e-05	"Olig"	"ATG4B"	"female"	"Entorhinal Cortex"
"PPFIBP2"	6.60265022057286e-09	0.593359374662028	0.167	0.051	7.10709269742463e-05	"Olig"	"PPFIBP2"	"female"	"Entorhinal Cortex"
"DNHD11"	7.34691474058593e-09	0.671116589672232	0.14	0.034	7.9082190267667e-05	"Olig"	"DNHD1"	"female"	"Entorhinal Cortex"
"SRSF43"	7.3759991184438e-09	0.620545312011359	0.132	0.029	7.93952545109291e-05	"Olig"	"SRSF4"	"female"	"Entorhinal Cortex"
"CLIP42"	7.6210420770346e-09	0.550853060458347	0.272	0.119	8.20328969172004e-05	"Olig"	"CLIP4"	"female"	"Entorhinal Cortex"
"ATM3"	7.76033677414295e-09	0.57615095605773	0.216	0.083	8.35322650368747e-05	"Olig"	"ATM"	"female"	"Entorhinal Cortex"
"RP11-267C16.11"	8.70745307072976e-09	0.461135577847231	0.303	0.144	9.37270248533352e-05	"Olig"	"RP11-267C16.1"	"female"	"Entorhinal Cortex"
"FAM214A2"	8.88376956967252e-09	0.772043615235472	0.132	0.032	9.5624895647955e-05	"Olig"	"FAM214A"	"female"	"Entorhinal Cortex"
"MAP2K53"	9.04925238784769e-09	0.620378652962818	0.158	0.046	9.74061527027926e-05	"Olig"	"MAP2K5"	"female"	"Entorhinal Cortex"
"TACC13"	9.51854113447766e-09	0.543285547409954	0.279	0.129	0.000102457576771518	"Olig"	"TACC1"	"female"	"Entorhinal Cortex"
"LMNA1"	1.03957365285844e-08	0.73309180747876	0.148	0.041	0.000111899707993683	"Olig"	"LMNA"	"female"	"Entorhinal Cortex"
"CHKA3"	1.05773989301079e-08	0.485139557031903	0.28	0.127	0.000113855122083681	"Olig"	"CHKA"	"female"	"Entorhinal Cortex"
"DPP63"	1.09347094379188e-08	-1.17578068163683	0.089	0.173	0.000117701212389758	"Olig"	"DPP6"	"female"	"Entorhinal Cortex"
"C16orf623"	1.14513861095846e-08	0.533146481160383	0.223	0.09	0.000123262720083569	"Olig"	"C16orf62"	"female"	"Entorhinal Cortex"
"TANC12"	1.23878030996233e-08	0.643664410136211	0.196	0.073	0.000133342312564346	"Olig"	"TANC1"	"female"	"Entorhinal Cortex"
"FNBP43"	1.27873569684167e-08	0.537853286942487	0.22	0.088	0.000137643110408038	"Olig"	"FNBP4"	"female"	"Entorhinal Cortex"
"ASTN22"	1.31269428645805e-08	0.319392117635926	0.317	0.148	0.000141298412994344	"Olig"	"ASTN2"	"female"	"Entorhinal Cortex"
"ARL17A3"	1.69734369242783e-08	0.676308052548999	0.137	0.036	0.000182702075052931	"Olig"	"ARL17A"	"female"	"Entorhinal Cortex"
"ARIH23"	1.76069996011503e-08	0.57951733543743	0.186	0.066	0.000189521743706782	"Olig"	"ARIH2"	"female"	"Entorhinal Cortex"
"PDE5A2"	1.83751994565179e-08	0.673906630537646	0.151	0.044	0.000197790646949959	"Olig"	"PDE5A"	"female"	"Entorhinal Cortex"
"MYO9B3"	1.91081042234664e-08	0.456453354518451	0.218	0.088	0.000205679633861392	"Olig"	"MYO9B"	"female"	"Entorhinal Cortex"
"SSBP12"	1.97136336983657e-08	0.588910213448035	0.139	0.036	0.000212197553129208	"Olig"	"SSBP1"	"female"	"Entorhinal Cortex"
"PAK21"	2.0660290856854e-08	0.601031827996099	0.142	0.039	0.000222387370783177	"Olig"	"PAK2"	"female"	"Entorhinal Cortex"
"DPYD2"	2.07732709705538e-08	0.395543209418153	0.598	0.38	0.000223603488727041	"Olig"	"DPYD"	"female"	"Entorhinal Cortex"
"BIRC63"	2.14596829444362e-08	0.34389702692063	0.37	0.19	0.000230992027213911	"Olig"	"BIRC6"	"female"	"Entorhinal Cortex"
"AC004158.31"	2.18496344468776e-08	0.512899956445465	0.278	0.131	0.00023518946518619	"Olig"	"AC004158.3"	"female"	"Entorhinal Cortex"
"ATG73"	2.35849853031065e-08	0.596768639805944	0.209	0.083	0.000253868781802638	"Olig"	"ATG7"	"female"	"Entorhinal Cortex"
"AOAH1"	2.39221723956538e-08	0.799915338195599	0.116	0.024	0.000257498263666818	"Olig"	"AOAH"	"female"	"Entorhinal Cortex"
"SUMF13"	2.40078338871825e-08	0.476167746497914	0.281	0.131	0.000258420323961633	"Olig"	"SUMF1"	"female"	"Entorhinal Cortex"
"CTNNA13"	2.44877501950279e-08	0.566433140318441	0.228	0.097	0.00026358614309928	"Olig"	"CTNNA1"	"female"	"Entorhinal Cortex"
"GPI2"	2.48626275953724e-08	0.72960262947555	0.117	0.024	0.000267621323436588	"Olig"	"GPI"	"female"	"Entorhinal Cortex"
"TPTEP1"	2.57333564515029e-08	0.552878733295185	0.143	0.039	0.000276993848843977	"Olig"	"TPTEP1"	"female"	"Entorhinal Cortex"
"NHLRC32"	2.60891085020342e-08	0.65943317112849	0.155	0.049	0.000280823163915896	"Olig"	"NHLRC3"	"female"	"Entorhinal Cortex"
"CENPP1"	2.68915023709438e-08	0.656687544235064	0.142	0.039	0.000289460131520839	"Olig"	"CENPP"	"female"	"Entorhinal Cortex"
"LCORL3"	2.69906988106413e-08	0.496089025358481	0.223	0.092	0.000290527881997743	"Olig"	"LCORL"	"female"	"Entorhinal Cortex"
"HNRNPL2"	2.73348637472411e-08	0.693240206148095	0.132	0.034	0.000294232473375303	"Olig"	"HNRNPL"	"female"	"Entorhinal Cortex"
"RBM333"	2.84679720935446e-08	0.621493855267857	0.171	0.058	0.000306429251614914	"Olig"	"RBM33"	"female"	"Entorhinal Cortex"
"STAG13"	2.86585441033738e-08	0.39053404192357	0.301	0.144	0.000308480568728716	"Olig"	"STAG1"	"female"	"Entorhinal Cortex"
"ATRX3"	2.87568311314631e-08	0.364060665540531	0.273	0.124	0.000309538530299069	"Olig"	"ATRX"	"female"	"Entorhinal Cortex"
"CPOX"	3.10371055431019e-08	0.63633926854144	0.167	0.056	0.000334083404065948	"Olig"	"CPOX"	"female"	"Entorhinal Cortex"
"PSD33"	3.42974699975918e-08	0.363765537535302	0.432	0.243	0.000369177967054079	"Olig"	"PSD3"	"female"	"Entorhinal Cortex"
"CORO1C2"	3.46519197333422e-08	0.53369270897198	0.159	0.051	0.000372993264009696	"Olig"	"CORO1C"	"female"	"Entorhinal Cortex"
"RGCC1"	3.64161105791353e-08	0.361737944093392	0.38	0.202	0.000391983014273812	"Olig"	"RGCC"	"female"	"Entorhinal Cortex"
"TTLL72"	3.65999847256153e-08	-0.585441062010308	0.655	0.635	0.000393962235586523	"Olig"	"TTLL7"	"female"	"Entorhinal Cortex"
"LDLRAD31"	3.68133132915536e-08	0.571970068716974	0.218	0.092	0.000396258504270283	"Olig"	"LDLRAD3"	"female"	"Entorhinal Cortex"
"SLC6A81"	3.85299019720617e-08	0.419900138501553	0.197	0.073	0.000414735864827272	"Olig"	"SLC6A8"	"female"	"Entorhinal Cortex"
"TTL1"	3.92814970805995e-08	0.489795081976208	0.186	0.066	0.000422826034575573	"Olig"	"TTL"	"female"	"Entorhinal Cortex"
"LRRC8B1"	4.15153843441542e-08	0.589670347728075	0.204	0.083	0.000446871597080476	"Olig"	"LRRC8B"	"female"	"Entorhinal Cortex"
"CWF19L23"	4.27246784988041e-08	0.51540648662905	0.182	0.066	0.000459888439361127	"Olig"	"CWF19L2"	"female"	"Entorhinal Cortex"
"RP11-81H3.2"	4.31530848358729e-08	0.375200905044546	0.304	0.148	0.000464499805173335	"Olig"	"RP11-81H3.2"	"female"	"Entorhinal Cortex"
"NCOA62"	4.48747306999578e-08	0.600518630230876	0.154	0.049	0.000483031601254345	"Olig"	"NCOA6"	"female"	"Entorhinal Cortex"
"GTF2IRD2B3"	4.60529303974486e-08	0.598755727338784	0.139	0.039	0.000495713742798137	"Olig"	"GTF2IRD2B"	"female"	"Entorhinal Cortex"
"HAVCR22"	4.87265682684266e-08	0.724358878221182	0.114	0.024	0.000524492780841344	"Olig"	"HAVCR2"	"female"	"Entorhinal Cortex"
"ELMO12"	4.91325294184634e-08	0.261090193691889	0.777	0.526	0.00052886254666034	"Olig"	"ELMO1"	"female"	"Entorhinal Cortex"
"GINM11"	5.04621591346409e-08	0.635669614486246	0.139	0.039	0.000543174680925274	"Olig"	"GINM1"	"female"	"Entorhinal Cortex"
"KIF1B3"	5.15242213107147e-08	0.220504599350198	0.489	0.275	0.000554606718188533	"Olig"	"KIF1B"	"female"	"Entorhinal Cortex"
"TCF253"	5.64838101026071e-08	0.594489514556528	0.175	0.063	0.000607991731944463	"Olig"	"TCF25"	"female"	"Entorhinal Cortex"
"SENP63"	6.04044268075532e-08	0.434067389420931	0.257	0.117	0.000650193250156502	"Olig"	"SENP6"	"female"	"Entorhinal Cortex"
"ZBTB382"	6.68600867956206e-08	0.731644106165133	0.135	0.039	0.00071968197426806	"Olig"	"ZBTB38"	"female"	"Entorhinal Cortex"
"SNX192"	6.75414107136085e-08	0.568290156126025	0.159	0.054	0.000727015744921282	"Olig"	"SNX19"	"female"	"Entorhinal Cortex"
"NDUFAF22"	7.06785112153609e-08	0.759729903351513	0.115	0.027	0.000760783494722145	"Olig"	"NDUFAF2"	"female"	"Entorhinal Cortex"
"GNG73"	7.48959933780364e-08	0.575835070531827	0.229	0.102	0.000806180472721184	"Olig"	"GNG7"	"female"	"Entorhinal Cortex"
"ADCY51"	7.60216939579683e-08	0.500025804571056	0.153	0.049	0.000818297513763571	"Olig"	"ADCY5"	"female"	"Entorhinal Cortex"
"FBXL173"	7.64475477814824e-08	0.467796519616473	0.207	0.083	0.000822881404319877	"Olig"	"FBXL17"	"female"	"Entorhinal Cortex"
"AC018647.3"	8.11023712707343e-08	0.489894663900279	0.211	0.088	0.000872985924358184	"Olig"	"AC018647.3"	"female"	"Entorhinal Cortex"
"MOB3B1"	8.1529298888822e-08	0.326720418038523	0.326	0.163	0.000877581373239279	"Olig"	"MOB3B"	"female"	"Entorhinal Cortex"
"MTCH13"	8.55023347617561e-08	0.494577223290469	0.235	0.105	0.000920347131375543	"Olig"	"MTCH1"	"female"	"Entorhinal Cortex"
"KLHL31"	8.68757641280765e-08	0.601130338548923	0.154	0.051	0.000935130725074615	"Olig"	"KLHL3"	"female"	"Entorhinal Cortex"
"ATXN23"	9.49249559464887e-08	0.477272234388193	0.214	0.09	0.001021772225808	"Olig"	"ATXN2"	"female"	"Entorhinal Cortex"
"IFT883"	9.50363838010298e-08	0.57304676585982	0.154	0.051	0.00102297163523428	"Olig"	"IFT88"	"female"	"Entorhinal Cortex"
"PIM3"	1.00676981225112e-07	0.556377079084871	0.112	0.024	0.0010836870259071	"Olig"	"PIM3"	"female"	"Entorhinal Cortex"
"ERBB3"	1.02953160822266e-07	0.604260649580302	0.143	0.044	0.00110818782309087	"Olig"	"ERBB3"	"female"	"Entorhinal Cortex"
"ADSS"	1.05983963332484e-07	0.515110437443611	0.128	0.034	0.00114081138131086	"Olig"	"ADSS"	"female"	"Entorhinal Cortex"
"PHF21A3"	1.06505539307032e-07	0.50052690218694	0.208	0.085	0.00114642562510089	"Olig"	"PHF21A"	"female"	"Entorhinal Cortex"
"SAP30BP1"	1.09649673107011e-07	0.490357014508716	0.151	0.049	0.00118026908132386	"Olig"	"SAP30BP"	"female"	"Entorhinal Cortex"
"SLC24A23"	1.20036938847577e-07	-0.511658068588102	0.734	0.698	0.00129207760975532	"Olig"	"SLC24A2"	"female"	"Entorhinal Cortex"
"DNM1L2"	1.26542083919954e-07	0.473948676486496	0.199	0.08	0.00136209899131438	"Olig"	"DNM1L"	"female"	"Entorhinal Cortex"
"ZKSCAN13"	1.33467197329475e-07	0.408200081167413	0.271	0.131	0.00143664091205447	"Olig"	"ZKSCAN1"	"female"	"Entorhinal Cortex"
"POLA12"	1.36268847657267e-07	0.749607871308215	0.112	0.027	0.00146679787618282	"Olig"	"POLA1"	"female"	"Entorhinal Cortex"
"DYNLL13"	1.3911723686609e-07	-0.882848554351016	0.121	0.204	0.00149745793762659	"Olig"	"DYNLL1"	"female"	"Entorhinal Cortex"
"RHOBTB1"	1.53134629957423e-07	0.544410271647843	0.164	0.058	0.0016483411568617	"Olig"	"RHOBTB1"	"female"	"Entorhinal Cortex"
"CCDC1461"	1.55133699144583e-07	0.546496819178327	0.118	0.029	0.0016698591375923	"Olig"	"CCDC146"	"female"	"Entorhinal Cortex"
"ST3GAL53"	1.57871466667671e-07	0.442650840230782	0.203	0.085	0.00169932846721081	"Olig"	"ST3GAL5"	"female"	"Entorhinal Cortex"
"ZBED5"	1.57926475863541e-07	0.560522791205052	0.158	0.056	0.00169992058619516	"Olig"	"ZBED5"	"female"	"Entorhinal Cortex"
"FA2H"	1.59161314263618e-07	0.207962422688158	0.327	0.163	0.00171321238673358	"Olig"	"FA2H"	"female"	"Entorhinal Cortex"
"SENP53"	1.59460918447997e-07	0.426886589352269	0.125	0.034	0.00171643732617424	"Olig"	"SENP5"	"female"	"Entorhinal Cortex"
"SRSF73"	1.66060517727647e-07	0.509474034911473	0.188	0.075	0.00178747541282039	"Olig"	"SRSF7"	"female"	"Entorhinal Cortex"
"CAPS22"	1.6667009240699e-07	0.617872030123809	0.151	0.051	0.00179403687466884	"Olig"	"CAPS2"	"female"	"Entorhinal Cortex"
"RCOR32"	1.67689550912611e-07	0.49647983016506	0.156	0.054	0.00180501032602334	"Olig"	"RCOR3"	"female"	"Entorhinal Cortex"
"NPC13"	1.70240364097805e-07	0.342911537117155	0.291	0.144	0.00183246727914877	"Olig"	"NPC1"	"female"	"Entorhinal Cortex"
"RABGAP1L3"	1.73475304536586e-07	0.443354278371893	0.307	0.163	0.00186728817803181	"Olig"	"RABGAP1L"	"female"	"Entorhinal Cortex"
"KHDRBS32"	1.79117075935041e-07	0.593588442421462	0.127	0.036	0.00192801620536478	"Olig"	"KHDRBS3"	"female"	"Entorhinal Cortex"
"KIAA09303"	1.92686465955168e-07	0.351646818197871	0.403	0.224	0.00207407711954143	"Olig"	"KIAA0930"	"female"	"Entorhinal Cortex"
"GLG13"	1.93914239912662e-07	0.423918050766473	0.218	0.092	0.00208729287841989	"Olig"	"GLG1"	"female"	"Entorhinal Cortex"
"MAP73"	1.97890023263071e-07	0.218656323149332	0.686	0.436	0.0021300882104037	"Olig"	"MAP7"	"female"	"Entorhinal Cortex"
"NAV13"	2.0485261030019e-07	0.36105762042494	0.304	0.153	0.00220503349727124	"Olig"	"NAV1"	"female"	"Entorhinal Cortex"
"TMEM1173"	2.27981262753584e-07	0.547773996583797	0.148	0.049	0.00245399031227958	"Olig"	"TMEM117"	"female"	"Entorhinal Cortex"
"MDGA21"	2.42616443794122e-07	-1.15584655005142	0.086	0.161	0.00261152340099993	"Olig"	"MDGA2"	"female"	"Entorhinal Cortex"
"ZMYM23"	2.49290101157423e-07	0.323871316112021	0.309	0.161	0.0026833586488585	"Olig"	"ZMYM2"	"female"	"Entorhinal Cortex"
"MAP3K23"	2.55250764897203e-07	0.554068265455412	0.171	0.066	0.0027475192333535	"Olig"	"MAP3K2"	"female"	"Entorhinal Cortex"
"SCD2"	2.79891804573679e-07	-0.755155513865744	0.442	0.479	0.00301275538443109	"Olig"	"SCD"	"female"	"Entorhinal Cortex"
"STK34"	2.80301562597719e-07	0.364328151692493	0.229	0.102	0.00301716601980185	"Olig"	"STK3"	"female"	"Entorhinal Cortex"
"SLC35E32"	2.86592225364253e-07	0.642282004378159	0.114	0.029	0.00308487871382082	"Olig"	"SLC35E3"	"female"	"Entorhinal Cortex"
"TAF153"	2.87343763008407e-07	0.448755692962078	0.198	0.083	0.0030929682650225	"Olig"	"TAF15"	"female"	"Entorhinal Cortex"
"TAOK13"	2.88756401813679e-07	0.41823221999595	0.229	0.102	0.00310817390912244	"Olig"	"TAOK1"	"female"	"Entorhinal Cortex"
"CDC14B3"	2.96284504993905e-07	0.41872834804087	0.289	0.146	0.00318920641175439	"Olig"	"CDC14B"	"female"	"Entorhinal Cortex"
"C1QTNF3-AMACR1"	3.12158404432042e-07	0.460400909468876	0.294	0.151	0.0033600730653065	"Olig"	"C1QTNF3-AMACR"	"female"	"Entorhinal Cortex"
"CERCAM3"	3.18764263930689e-07	-0.901318673028995	0.31	0.38	0.00343117853694994	"Olig"	"CERCAM"	"female"	"Entorhinal Cortex"
"MEGF101"	3.20564894052828e-07	0.258820631490667	0.288	0.141	0.00345056051958464	"Olig"	"MEGF10"	"female"	"Entorhinal Cortex"
"OSBPL1A3"	3.22034595367489e-07	0.281938505352086	0.423	0.243	0.00346638038453565	"Olig"	"OSBPL1A"	"female"	"Entorhinal Cortex"
"RFX33"	3.28639612180586e-07	0.534623940597457	0.164	0.061	0.00353747678551182	"Olig"	"RFX3"	"female"	"Entorhinal Cortex"
"SF3B22"	3.31885185629196e-07	0.513557711898496	0.131	0.039	0.00357241213811267	"Olig"	"SF3B2"	"female"	"Entorhinal Cortex"
"RNPC33"	3.34266203612519e-07	0.346837788682852	0.162	0.058	0.00359804141568515	"Olig"	"RNPC3"	"female"	"Entorhinal Cortex"
"MCCC13"	3.44769487462718e-07	0.489427963515701	0.122	0.034	0.0037110987630487	"Olig"	"MCCC1"	"female"	"Entorhinal Cortex"
"KCNQ1OT11"	3.458698464702e-07	0.482313318034968	0.234	0.112	0.00372294302740523	"Olig"	"KCNQ1OT1"	"female"	"Entorhinal Cortex"
"TRAPPC93"	3.52081973505891e-07	0.374274206469956	0.199	0.085	0.00378981036281741	"Olig"	"TRAPPC9"	"female"	"Entorhinal Cortex"
"INTS103"	3.72196613976074e-07	0.450981123709022	0.142	0.046	0.00400632435283846	"Olig"	"INTS10"	"female"	"Entorhinal Cortex"
"ARID5B2"	3.85258529700522e-07	0.507786518080623	0.213	0.095	0.00414692281369642	"Olig"	"ARID5B"	"female"	"Entorhinal Cortex"
"NEDD4L2"	3.98225368361272e-07	0.616039586205593	0.144	0.049	0.00428649786504074	"Olig"	"NEDD4L"	"female"	"Entorhinal Cortex"
"HGSNAT3"	4.25873252308534e-07	0.68416003756049	0.103	0.024	0.00458409968784906	"Olig"	"HGSNAT"	"female"	"Entorhinal Cortex"
"CFTR1"	4.3914878256286e-07	0.598041691748585	0.121	0.034	0.00472699749550663	"Olig"	"CFTR"	"female"	"Entorhinal Cortex"
"NOVA12"	4.5131275684493e-07	0.127051818228931	0.437	0.246	0.00485793051467882	"Olig"	"NOVA1"	"female"	"Entorhinal Cortex"
"NEK72"	4.59872817113009e-07	0.531605560842113	0.165	0.063	0.00495007100340443	"Olig"	"NEK7"	"female"	"Entorhinal Cortex"
"GRM32"	4.82610022414647e-07	-0.918646515125338	0.3	0.363	0.00519481428127126	"Olig"	"GRM3"	"female"	"Entorhinal Cortex"
"ARFGEF31"	4.91816246799964e-07	0.277652298592457	0.367	0.202	0.00529391008055482	"Olig"	"ARFGEF3"	"female"	"Entorhinal Cortex"
"PHF32"	4.95832528209015e-07	0.49385409767607	0.171	0.066	0.00533714133364183	"Olig"	"PHF3"	"female"	"Entorhinal Cortex"
"TRIP123"	5.05018240725029e-07	0.510760130543914	0.209	0.092	0.00543601634316421	"Olig"	"TRIP12"	"female"	"Entorhinal Cortex"
"CSMD21"	5.2165828346501e-07	0.544341781668454	0.146	0.051	0.00561512976321737	"Olig"	"CSMD2"	"female"	"Entorhinal Cortex"
"INVS3"	5.25824954560869e-07	0.401957165476084	0.229	0.107	0.0056599798108932	"Olig"	"INVS"	"female"	"Entorhinal Cortex"
"WDFY33"	5.36975870802371e-07	0.273363616193976	0.288	0.144	0.00578000827331672	"Olig"	"WDFY3"	"female"	"Entorhinal Cortex"
"PICALM3"	5.39162590293571e-07	0.29909910799485	0.479	0.29	0.00580354612192	"Olig"	"PICALM"	"female"	"Entorhinal Cortex"
"SAMD4B1"	5.43384664889333e-07	0.490495283479121	0.162	0.061	0.00584899253286878	"Olig"	"SAMD4B"	"female"	"Entorhinal Cortex"
"TMC7"	5.47352167742577e-07	0.645645722598301	0.138	0.046	0.0058916987335811	"Olig"	"TMC7"	"female"	"Entorhinal Cortex"
"ASCC32"	5.51928343751619e-07	0.577083980895542	0.115	0.032	0.00594095669214243	"Olig"	"ASCC3"	"female"	"Entorhinal Cortex"
"FARP22"	5.60237601704188e-07	0.457223972647359	0.166	0.063	0.00603039754474388	"Olig"	"FARP2"	"female"	"Entorhinal Cortex"
"URM1"	5.63543194213105e-07	0.60098774599219	0.111	0.029	0.00606597894250986	"Olig"	"URM1"	"female"	"Entorhinal Cortex"
"SSBP23"	5.88194810798719e-07	0.404292264905813	0.218	0.1	0.00633132894343741	"Olig"	"SSBP2"	"female"	"Entorhinal Cortex"
"CDK5RAP21"	5.98888636429158e-07	0.449483508117361	0.187	0.08	0.00644643728252346	"Olig"	"CDK5RAP2"	"female"	"Entorhinal Cortex"
"JMJD1C3"	6.17898180929196e-07	0.231742972253392	0.401	0.234	0.00665105601952187	"Olig"	"JMJD1C"	"female"	"Entorhinal Cortex"
"TMEM63A"	6.41508881445367e-07	0.347452059121065	0.183	0.075	0.00690520159987793	"Olig"	"TMEM63A"	"female"	"Entorhinal Cortex"
"MEGF91"	6.45253447526207e-07	0.395152641896389	0.242	0.119	0.00694550810917209	"Olig"	"MEGF9"	"female"	"Entorhinal Cortex"
"SNX293"	6.59798381739093e-07	0.308529399393928	0.198	0.085	0.00710206978103959	"Olig"	"SNX29"	"female"	"Entorhinal Cortex"
"HSD17B71"	6.61983381045451e-07	0.541985154991252	0.103	0.024	0.00712558911357323	"Olig"	"HSD17B7"	"female"	"Entorhinal Cortex"
"RARS2"	6.63785449241574e-07	0.628877672829573	0.103	0.024	0.0071449865756363	"Olig"	"RARS"	"female"	"Entorhinal Cortex"
"ZRANB31"	6.79298793350518e-07	0.54938036054509	0.115	0.032	0.00731197221162498	"Olig"	"ZRANB3"	"female"	"Entorhinal Cortex"
"UFL11"	6.82623056967521e-07	0.505711024644538	0.15	0.054	0.0073477545851984	"Olig"	"UFL1"	"female"	"Entorhinal Cortex"
"ELMOD31"	7.13782113924146e-07	0.622608291347929	0.106	0.027	0.0076831506742795	"Olig"	"ELMOD3"	"female"	"Entorhinal Cortex"
